,ERed
2137,1.35
2138,1.52
2139,1.28
2140,1.07
2141,1.7
2142,1.15
2143,1.16
2144,1.39
2145,1.5
2146,1.1
2147,1.19
2148,1.18
2149,1.27
2150,1.35
2151,1.61
2152,1.39
2153,1.5
2154,1.45
2155,1.59
2156,1.46
2157,1.38
2158,1.33
2159,1.36
2160,1.21
2161,1.33
2162,1.29
2163,1.3
2164,1.21
2165,1.54
2166,1.38
2167,1.22
2168,1.25
2169,1.56
2170,1.47
2171,1.47
2172,1.55
2173,1.09
2174,1.1
2175,1.41
2176,1.4
2177,1.4
2178,1.31
2179,1.55
2180,1.29
2181,1.55
2182,1.43
2183,1.37
2184,1.56
2185,1.45
2186,1.23
2187,1.28
2188,0.8
2189,1.59
2190,1.59
2191,1.07
2192,1.41
2193,1.1
2194,1.5
2195,1.18
2196,1.43
2197,1.35
2198,1.21
2199,1.09
2200,1.11
2201,1.37
2202,1.49
2203,1.03
2204,1.07
2205,1.36
2206,1.3
2207,1.46
2208,1.23
2209,1.55
2210,1.25
2211,1.38
2212,1.63
2213,1.5
2214,1.27
2215,1.38
2216,1.11
2217,1.21
2218,1.58
2219,1.28
2220,1.07
2221,0.97
2222,1.6
2223,1.08
2224,1.58
2225,1.09
2226,1.46
2227,0.99
2228,1.28
2229,1.17
2230,1.29
2231,1.12
2232,1.16
2233,1.43
2234,1.39
2235,1.14
2236,1.15
2237,1.37
2238,1.18
2239,1.26
2240,1.32
2241,1.57
2242,1.4
2243,1.33
2244,1.52
2245,1.47
2246,1.58
2247,1.39
2248,1.37
2249,1.54
2250,1.49
2251,1.39
2252,1.78
2253,1.33
2254,1.07
2255,1.67
2256,1.37
2257,1.44
2258,1.24
2259,1.28
2260,1.54
2261,1.66
2262,1.15
2263,1.22
2264,1.32
2265,1.09
2266,1.37
2267,1.57
2268,1.28
2269,1.49
2270,1.51
2271,1.22
2272,1.33
2273,1.55
2274,1.24
2275,1.23
2276,1.17
2277,1.44
2278,1.34
2279,1.51
2280,1.56
2281,1.42
2282,1.23
2283,1.14
2284,1.03
2285,1.24
2286,1.39
2287,1.05
2288,1.18
2289,1.2
2290,1.26
2291,1.29
2292,1.33
2293,1.28
2294,1.55
2295,1.2
2296,1.14
2297,1.33
2298,1.34
2299,1.33
2300,1.14
2301,1.1
2302,1.22
2303,1.32
2304,1.48
2305,1.45
2306,1.44
2307,1.22
2308,1.37
2309,1.08
2310,1.52
2311,1.11
2312,1.36
2313,1.35
2314,1.35
2315,1.26
2316,1.59
2317,1.43
2318,1.58
2319,1.59
2320,1.45
2321,1.4
2322,1.58
2323,1.16
2324,1.38
2325,1.19
2326,1.82
2327,1.42
2328,1.6
2329,1.6
2330,1.49
2331,1.38
2332,1.1
2333,1.01
2334,1.24
2335,1.35
2336,1.39
2337,1.62
2338,1.53
2339,1.09
2340,1.48
2341,1.27
2342,1.5
2343,1.52
2344,1.51
2345,1.26
2346,1.26
2347,1.53
2348,1.36
2349,1.38
2350,1.3
2351,1.49
2352,1.28
2353,1.73
2354,1.23
2355,1.1
2356,1.46
2357,1.66
2358,1.38
2359,1.56
2360,1.34
2361,1.66
2362,1.28
2363,1.26
2364,1.69
2365,1.52
2366,1.29
2367,1.55
2368,1.6
2369,1.08
2370,1.43
2371,1.58
2372,1.25
2373,1.37
2374,1.15
2375,0.95
2376,1.17
2377,1.31
2378,1.26
2379,1.56
2380,1.45
2381,1.14
2382,1.34
2383,1.25
2384,1.52
2385,1.31
2386,1.13
2387,1.1
2388,1.51
2389,1.35
2390,1.12
2391,1.32
2392,1.74
2393,1.26
2394,1.11
2395,1.67
2396,1.56
2397,1.33
2398,1.15
2399,1.21
2400,1.13
2401,1.61
2402,1.51
2403,1.19
2404,1.55
2405,1.84
2406,1.08
2407,1.11
2408,1.34
2409,1.08
2410,1.37
2411,1.09
2412,1.17
2413,1.46
2414,1.43
2415,1.76
2416,1.04
2417,1.18
2418,1.8
2419,1.5
2420,1.28
2421,1.63
2422,1.18
2423,1.48
2424,1.32
2425,1.11
2426,1.42
2427,1.61
2428,1.43
2429,1.46
2430,1.43
2431,1.55
2432,1.65
2433,1.34
2434,1.0
2435,1.14
2436,1.41
2437,1.12
2438,1.14
2439,1.54
2440,1.25
2441,1.41
2442,1.26
2443,1.4
2444,1.27
2445,1.14
2446,1.3
2447,1.3
2448,1.41
2449,1.14
2450,1.48
2451,1.39
2452,1.27
2453,1.67
2454,1.54
2455,1.23
2456,1.63
2457,1.58
2458,1.43
2459,1.2
2460,1.41
2461,1.33
2462,1.46
2463,1.37
2464,1.34
2465,1.21
2466,1.57
2467,1.29
2468,1.58
2469,1.47
2470,1.73
2471,1.1
2472,1.18
2473,1.2
2474,1.36
2475,1.55
2476,1.22
2477,1.5
2478,1.5
2479,1.06
2480,1.39
2481,1.22
2482,1.35
2483,1.31
2484,1.15
2485,1.54
2486,1.36
2487,1.36
2488,1.73
2489,1.64
2490,1.44
2491,1.69
2492,1.25
2493,1.28
2494,1.54
2495,1.67
2496,1.44
2497,1.19
2498,1.21
2499,1.38
2500,1.39
2501,1.48
2502,1.15
2503,1.5
2504,1.31
2505,1.5
2506,1.09
2507,1.47
2508,1.54
2509,1.5
2510,1.38
2511,1.46
2512,1.46
2513,0.91
2514,1.16
2515,1.13
2516,1.44
2517,1.27
2518,1.57
2519,1.24
2520,1.45
2521,1.34
2522,1.54
2523,1.5
2524,1.06
2525,1.57
2526,1.18
2527,1.18
2528,1.13
2529,1.41
2530,1.56
2531,1.48
2532,1.09
2533,1.27
2534,1.56
2535,1.31
2536,1.6
2537,1.1
2538,1.26
2539,1.14
2540,1.2
2541,1.45
2542,1.33
2543,1.6
2544,1.56
2545,1.29
2546,1.55
2547,1.25
2548,1.31
2549,1.49
2550,1.32
2551,1.34
2552,1.27
2553,1.53
2554,1.41
2555,1.57
2556,1.04
2557,1.1
2558,1.51
2559,1.51
2560,1.52
2561,1.56
2562,1.35
2563,1.52
2564,1.12
2565,1.11
2566,1.24
2567,1.55
2568,1.51
2569,1.73
2570,1.45
2571,1.39
2572,1.17
2573,1.5
2574,1.29
2575,1.4
2576,1.58
2577,1.06
2578,1.58
2579,1.49
2580,1.16
2581,1.71
2582,1.47
2583,1.55
2584,1.13
2585,1.11
2586,1.31
2587,1.45
2588,1.43
2589,1.08
2590,1.47
2591,1.6
2592,1.46
2593,1.39
2594,1.26
2595,1.39
2596,1.44
2597,1.65
2598,1.09
2599,1.06
2600,1.47
2601,1.2
2602,1.54
2603,1.15
2604,1.36
2605,1.57
2606,1.1
2607,1.39
2608,1.46
2609,1.52
2610,1.11
2611,1.12
2612,1.42
2613,1.27
2614,1.11
2615,1.24
2616,1.24
2617,1.1
2618,1.74
2619,1.79
2620,1.57
2621,1.44
2622,1.08
2623,1.25
2624,1.48
2625,1.57
2626,1.11
2627,1.36
2628,1.45
2629,1.49
2630,1.11
2631,1.5
2632,1.05
2633,1.32
2634,1.47
2635,1.19
2636,1.65
2637,1.41
2638,1.33
2639,1.21
2640,1.41
2641,1.47
2642,1.6
2643,1.24
2644,1.35
2645,1.06
2646,1.49
2647,1.39
2648,1.23
2649,1.29
2650,1.61
2651,1.3
2652,1.42
2653,1.6
2654,1.15
2655,1.02
2656,1.5
2657,1.69
2658,1.29
2659,1.45
2660,1.63
2661,1.19
2662,1.28
2663,1.45
2664,1.58
2665,1.2
2666,1.46
2667,1.16
2668,1.15
2669,1.41
2670,1.53
2671,1.41
2672,1.19
2673,1.45
2674,1.31
2675,1.5
2676,1.59
2677,1.53
2678,1.18
2679,1.47
2680,1.49
2681,1.24
2682,1.1
2683,1.44
2684,1.27
2685,1.53
2686,1.09
2687,1.35
2688,1.34
2689,1.19
2690,1.18
2691,1.49
2692,1.43
2693,1.61
2694,1.17
2695,1.41
2696,1.44
2697,1.57
2698,1.41
2699,1.38
2700,1.26
2701,1.2
2702,1.67
2703,1.15
2704,1.42
2705,1.33
2706,1.37
2707,1.2
2708,1.35
2709,1.38
2710,1.53
2711,1.39
2712,1.52
2713,1.36
2714,1.37
2715,1.43
2716,1.21
2717,1.2
2718,1.46
2719,1.49
2720,1.37
2721,1.18
2722,1.27
2723,1.17
2724,1.21
2725,1.2
2726,1.43
2727,1.26
2728,1.11
2729,1.18
2730,1.28
2731,1.43
2732,1.23
2733,1.56
2734,1.27
2735,1.55
2736,1.51
2737,1.54
2738,1.49
2739,1.62
2740,1.01
2741,1.18
2742,1.39
2743,1.46
2744,1.45
2745,1.51
2746,1.59
2747,1.59
2748,1.2
2749,1.14
2750,1.4
2751,1.35
2752,1.33
2753,1.65
2754,1.04
2755,1.6
2756,1.36
2757,1.16
2758,1.15
2759,1.57
2760,1.63
2761,1.57
2762,1.6
2763,1.38
2764,1.52
2765,1.73
2766,1.04
2767,1.25
2768,1.31
2769,1.53
2770,1.44
2771,1.23
2772,1.18
2773,1.19
2774,1.25
2775,1.48
2776,1.15
2777,1.4
2778,1.68
2779,1.36
2780,1.31
2781,1.44
2782,1.59
2783,1.34
2784,1.49
2785,1.48
2786,1.26
2787,1.35
2788,1.17
2789,1.34
2790,1.46
2791,1.18
2792,1.27
2793,1.29
2794,1.48
2795,1.5
2796,1.36
2797,1.54
2798,1.11
2799,1.38
2800,1.08
2801,1.17
2802,1.42
2803,1.57
2804,1.06
2805,1.23
2806,1.66
2807,1.25
2808,1.51
2809,1.22
2810,1.12
2811,1.06
2812,1.5
2813,1.52
2814,1.54
2815,1.14
2816,1.38
2817,1.16
2818,1.15
2819,1.4
2820,1.17
2821,1.23
2822,1.48
2823,1.46
2824,1.24
2825,1.22
2826,1.5
2827,1.15
2828,1.63
2829,1.66
2830,1.34
2831,1.36
2832,1.29
2833,1.6
2834,1.28
2835,1.42
2836,1.55
2837,1.37
2838,1.22
2839,1.4
2840,1.27
2841,1.27
2842,1.34
2843,1.18
2844,1.05
2845,1.49
2846,1.57
2847,1.17
2848,1.5
2849,1.35
2850,1.18
2851,1.19
2852,1.25
2853,1.55
2854,1.35
2855,1.52
2856,1.31
2857,1.07
2858,1.15
2859,1.51
2860,1.39
2861,1.0
2862,1.27
2863,1.12
2864,1.5
2865,1.41
2866,1.19
2867,1.38
2868,1.13
2869,1.62
2870,1.4
2871,1.35
2872,1.05
2873,1.28
2874,1.2
2875,1.21
2876,1.42
2877,1.55
2878,1.44
2879,1.56
2880,1.03
2881,1.52
2882,1.02
2883,1.11
2884,1.11
2885,1.31
2886,1.48
2887,1.11
2888,1.08
2889,1.16
2890,1.57
2891,1.56
2892,1.14
2893,1.07
2894,1.25
2895,0.84
2896,1.45
2897,1.01
2898,1.42
2899,1.1
2900,1.36
2901,1.57
2902,1.19
2903,1.54
2904,1.66
2905,1.1
2906,1.04
2907,1.33
2908,1.48
2909,1.5
2910,1.2
2911,1.13
2912,1.45
2913,1.29
2914,1.48
2915,1.37
2916,1.36
2917,1.52
2918,1.57
2919,1.28
2920,1.32
2921,1.9
2922,1.32
2923,1.51
2924,1.44
2925,1.08
2926,1.47
2927,1.25
2928,1.19
2929,1.02
2930,1.46
2931,1.44
2932,1.58
2933,1.43
2934,1.55
2935,1.13
2936,1.37
2937,1.41
2938,1.52
2939,1.18
2940,1.19
2941,1.14
2942,1.52
2943,1.17
2944,1.16
2945,1.45
2946,1.16
2947,1.23
2948,1.52
2949,1.44
2950,1.44
2951,1.22
2952,1.74
2953,1.11
2954,1.17
2955,1.03
2956,1.49
2957,1.3
2958,1.25
2959,1.67
2960,1.38
2961,1.57
2962,1.23
2963,1.22
2964,1.28
2965,1.47
2966,1.12
2967,1.53
2968,1.5
2969,1.55
2970,1.4
2971,1.39
2972,1.2
2973,1.2
2974,1.11
2975,1.65
2976,1.09
2977,1.48
2978,1.56
2979,1.44
2980,1.41
2981,1.28
2982,1.4
2983,1.18
2984,1.4
2985,1.12
2986,1.53
2987,1.54
2988,1.57
2989,1.64
2990,1.48
2991,1.47
2992,1.11
2993,1.47
2994,1.09
2995,1.53
2996,1.52
2997,1.6
2998,1.15
2999,1.82
3000,1.37
3001,1.63
3002,1.44
3003,1.11
3004,1.1
3005,1.5
3006,1.29
3007,1.16
3008,1.29
3009,1.42
3010,1.12
3011,1.15
3012,1.38
3013,1.57
3014,1.27
3015,1.11
3016,1.48
3017,1.45
3018,1.25
3019,1.67
3020,1.37
3021,1.4
3022,1.31
3023,1.04
3024,1.6
3025,1.09
3026,1.23
3027,1.17
3028,1.15
3029,1.09
3030,1.24
3031,1.55
3032,1.49
3033,1.51
3034,1.49
3035,1.4
3036,1.16
3037,1.5
3038,1.18
3039,1.19
3040,1.54
3041,1.06
3042,1.49
3043,1.29
3044,1.15
3045,1.56
3046,1.12
3047,1.46
3048,1.4
3049,1.41
3050,1.49
3051,1.4
3052,1.04
3053,1.41
3054,1.31
3055,1.08
3056,1.43
3057,1.29
3058,1.27
3059,1.59
3060,1.09
3061,1.2
3062,1.64
3063,1.43
3064,1.36
3065,1.42
3066,1.44
3067,1.2
3068,1.42
3069,1.53
3070,1.65
3071,1.17
3072,1.5
3073,1.58
3074,1.21
3075,1.51
3076,1.36
3077,1.63
3078,1.11
3079,1.45
3080,1.52
3081,1.53
3082,1.41
3083,1.17
3084,1.06
3085,1.57
3086,1.26
3087,1.15
3088,1.38
3089,1.62
3090,1.12
3091,1.57
3092,1.51
3093,1.8
3094,1.11
3095,1.37
3096,1.42
3097,1.15
3098,1.14
3099,1.63
3100,1.59
3101,1.37
3102,1.51
3103,1.1
3104,1.3
3105,1.28
3106,1.17
3107,1.62
3108,1.53
3109,1.34
3110,1.4
3111,1.28
3112,1.53
3113,1.07
3114,1.36
3115,1.69
3116,1.32
3117,1.49
3118,1.48
3119,1.48
3120,1.02
3121,1.43
3122,1.4
3123,1.19
3124,1.46
3125,1.12
3126,1.26
3127,1.52
3128,1.15
3129,1.31
3130,1.21
3131,1.3
3132,1.41
3133,1.42
3134,1.42
3135,1.5
3136,1.12
3137,1.08
3138,1.18
3139,1.45
3140,1.15
3141,1.42
3142,1.36
3143,1.4
3144,1.25
3145,1.52
3146,1.05
3147,1.42
3148,1.03
3149,1.07
3150,1.39
3151,1.21
3152,1.07
3153,1.45
3154,1.1
3155,1.66
3156,1.09
3157,1.41
3158,1.16
3159,1.58
3160,1.46
3161,1.49
3162,1.13
3163,1.42
3164,1.03
3165,1.52
3166,1.23
3167,1.15
3168,1.7
3169,1.61
3170,1.51
3171,1.7
3172,1.3
3173,1.49
3174,0.89
3175,1.25
3176,1.44
3177,1.53
3178,1.08
3179,1.5
3180,1.21
3181,1.6
3182,1.01
3183,0.98
3184,1.22
3185,1.34
3186,1.49
3187,1.49
3188,1.33
3189,1.62
3190,1.54
3191,1.18
3192,1.41
3193,1.54
3194,1.52
3195,1.35
3196,1.45
3197,1.44
3198,1.28
3199,1.25
3200,1.48
3201,1.32
3202,1.14
3203,1.44
3204,1.12
3205,1.14
3206,1.15
3207,1.21
3208,1.12
3209,1.2
3210,1.26
3211,1.42
3212,1.61
3213,1.17
3214,1.56
3215,1.03
3216,1.17
3217,1.12
3218,1.54
3219,1.58
3220,1.07
3221,1.56
3222,1.46
3223,1.7
3224,1.58
3225,1.45
3226,1.39
3227,1.46
3228,1.17
3229,1.34
3230,1.21
3231,1.39
3232,1.39
3233,1.44
3234,1.47
3235,1.43
3236,1.13
3237,1.36
3238,1.41
3239,1.1
3240,1.65
3241,1.53
3242,1.22
3243,1.36
3244,1.6
3245,1.29
3246,1.48
3247,1.16
3248,1.15
3249,1.41
3250,0.95
3251,1.52
3252,1.29
3253,1.64
3254,1.32
3255,1.42
3256,1.48
3257,1.52
3258,1.35
3259,1.22
3260,1.56
3261,1.43
3262,1.32
3263,1.44
3264,1.18
3265,1.07
3266,1.46
3267,1.71
3268,1.69
3269,1.46
3270,1.33
3271,1.57
3272,1.4
3273,1.04
3274,1.46
3275,1.4
3276,1.54
3277,1.28
3278,1.53
3279,1.7
3280,1.25
3281,1.49
3282,1.28
3283,1.41
3284,1.32
3285,1.35
3286,1.15
3287,1.54
3288,1.5
3289,1.58
3290,1.22
3291,1.6
3292,1.25
3293,1.43
3294,1.28
3295,1.03
3296,1.1
3297,1.39
3298,1.09
3299,1.55
3300,1.54
3301,1.46
3302,1.07
3303,1.67
3304,1.52
3305,1.08
3306,1.23
3307,1.17
3308,1.6
3309,1.23
3310,1.19
3311,1.06
3312,1.55
3313,1.14
3314,1.23
3315,1.15
3316,1.4
3317,1.11
3318,1.5
3319,1.41
3320,1.3
3321,1.45
3322,1.4
3323,1.11
3324,1.44
3325,1.56
3326,1.2
3327,1.3
3328,1.2
3329,1.33
3330,1.27
3331,1.13
3332,1.28
3333,1.25
3334,1.28
3335,1.41
3336,1.57
3337,1.22
3338,1.26
3339,1.55
3340,1.4
3341,1.32
3342,1.43
3343,1.48
3344,1.36
3345,1.45
3346,1.26
3347,1.59
3348,1.3
3349,1.63
3350,1.47
3351,1.48
3352,1.1
3353,1.67
3354,1.49
3355,1.38
3356,1.43
3357,1.29
3358,1.5
3359,1.19
3360,1.17
3361,1.5
3362,1.11
3363,1.48
3364,1.41
3365,1.61
3366,1.68
3367,1.48
3368,1.51
3369,1.34
3370,1.2
3371,1.36
3372,1.23
3373,1.04
3374,1.36
3375,1.52
3376,1.07
3377,1.66
3378,1.41
3379,1.5
3380,1.43
3381,1.51
3382,1.38
3383,1.09
3384,1.58
3385,1.12
3386,1.3
3387,1.23
3388,1.42
3389,1.28
3390,1.25
3391,1.58
3392,1.1
3393,1.25
3394,1.24
3395,1.42
3396,1.44
3397,1.23
3398,1.45
3399,1.18
3400,1.01
3401,1.26
3402,1.57
3403,1.57
3404,1.26
3405,1.39
3406,1.4
3407,1.68
3408,1.4
3409,1.24
3410,1.23
3411,1.32
3412,1.59
3413,1.1
3414,1.69
3415,1.17
3416,1.41
3417,1.47
3418,1.56
3419,1.58
3420,1.53
3421,1.37
3422,1.41
3423,1.24
3424,1.23
3425,1.15
3426,1.18
3427,1.65
3428,1.24
3429,1.58
3430,1.07
3431,1.13
3432,1.46
3433,1.35
3434,1.5
3435,1.42
3436,1.58
3437,1.4
3438,1.17
3439,1.32
3440,1.53
3441,1.55
3442,1.53
3443,1.58
3444,1.4
3445,1.33
3446,1.55
3447,1.15
3448,1.38
3449,1.09
3450,1.41
3451,1.11
3452,1.19
3453,1.16
3454,1.56
3455,1.1
3456,1.23
3457,1.16
3458,1.52
3459,1.27
3460,1.17
3461,1.49
3462,1.36
3463,1.07
3464,1.18
3465,1.5
3466,1.08
3467,1.07
3468,1.2
3469,1.59
3470,1.5
3471,1.22
3472,1.63
3473,1.52
3474,1.47
3475,1.25
3476,1.22
3477,1.11
3478,1.35
3479,1.6
3480,1.5
3481,1.53
3482,1.54
3483,1.55
3484,1.21
3485,1.44
3486,1.18
3487,1.22
3488,1.44
3489,1.24
3490,1.41
3491,1.64
3492,1.11
3493,1.42
3494,1.59
3495,1.11
3496,1.61
3497,1.16
3498,1.73
3499,1.25
3500,1.26
3501,1.41
3502,1.53
3503,1.33
3504,1.25
3505,1.51
3506,1.09
3507,1.54
3508,1.24
3509,1.26
3510,1.51
3511,1.2
3512,1.82
3513,1.56
3514,1.08
3515,1.26
3516,1.28
3517,1.13
3518,1.49
3519,1.45
3520,1.25
3521,1.27
3522,1.57
3523,1.49
3524,1.45
3525,1.55
3526,1.31
3527,1.22
3528,1.31
3529,1.1
3530,1.36
3531,1.1
3532,1.46
3533,1.17
3534,1.08
3535,1.54
3536,1.37
3537,1.03
3538,1.38
3539,1.56
3540,1.35
3541,1.42
3542,1.35
3543,1.4
3544,1.24
3545,1.13
3546,1.07
3547,1.6
3548,1.47
3549,1.57
3550,1.34
3551,1.26
3552,1.49
3553,1.31
3554,1.35
3555,1.38
3556,1.36
3557,1.53
3558,1.57
3559,1.52
3560,1.43
3561,1.41
3562,1.75
3563,1.22
3564,1.6
3565,1.32
3566,1.26
3567,1.54
3568,1.49
3569,1.44
3570,1.54
3571,1.2
3572,1.22
3573,1.49
3574,1.5
3575,1.68
3576,1.32
3577,1.46
3578,1.6
3579,1.19
3580,1.26
3581,1.27
3582,1.13
3583,1.59
3584,1.4
3585,1.45
3586,1.35
3587,1.36
3588,1.26
3589,1.55
3590,1.44
3591,1.28
3592,1.55
3593,1.28
3594,1.55
3595,1.07
3596,1.55
3597,1.48
3598,1.38
3599,1.54
3600,1.48
3601,1.54
3602,1.09
3603,1.45
3604,1.21
3605,1.15
3606,1.16
3607,1.43
3608,1.49
3609,1.18
3610,1.11
3611,1.2
3612,1.44
3613,1.0
3614,1.32
3615,1.35
3616,1.14
3617,1.23
3618,1.14
3619,1.67
3620,1.13
3621,1.1
3622,1.36
3623,1.39
3624,1.16
3625,1.4
3626,1.42
3627,0.95
3628,1.3
3629,1.35
3630,1.3
3631,1.45
3632,1.23
3633,1.18
3634,1.28
3635,1.04
3636,1.54
3637,1.44
3638,1.14
3639,1.26
3640,1.38
3641,1.39
3642,1.57
3643,1.58
3644,1.47
3645,1.32
3646,1.28
3647,1.2
3648,1.36
3649,1.53
3650,1.16
3651,1.31
3652,1.66
3653,1.32
3654,1.58
3655,1.42
3656,1.23
3657,1.2
3658,1.69
3659,1.09
3660,1.3
3661,1.42
3662,1.11
3663,1.14
3664,1.32
3665,1.41
3666,1.45
3667,1.14
3668,1.15
3669,1.24
3670,1.62
3671,1.2
3672,1.39
3673,1.38
3674,1.65
3675,1.49
3676,1.25
3677,1.42
3678,1.51
3679,1.38
3680,1.38
3681,1.32
3682,1.29
3683,1.41
3684,1.46
3685,1.3
3686,1.58
3687,1.23
3688,1.24
3689,1.45
3690,1.13
3691,1.54
3692,1.47
3693,1.4
3694,1.37
3695,1.21
3696,1.37
3697,1.29
3698,1.48
3699,1.67
3700,1.26
3701,1.5
3702,1.17
3703,1.14
3704,1.5
3705,1.12
3706,1.4
3707,1.28
3708,1.37
3709,1.27
3710,1.49
3711,1.52
3712,1.55
3713,1.35
3714,1.66
3715,1.55
3716,1.25
3717,1.48
3718,1.15
3719,1.38
3720,1.58
3721,0.95
3722,1.18
3723,1.15
3724,1.53
3725,1.16
3726,1.36
3727,1.19
3728,1.43
3729,1.38
3730,1.4
3731,1.39
3732,1.13
3733,1.57
3734,1.43
3735,1.32
3736,1.0
3737,1.43
3738,1.3
3739,1.25
3740,1.51
3741,1.37
3742,1.31
3743,1.52
3744,1.63
3745,1.48
3746,1.65
3747,1.51
3748,1.12
3749,1.2
3750,1.58
3751,1.06
3752,1.59
3753,1.24
3754,1.29
3755,1.66
3756,1.6
3757,1.27
3758,1.06
3759,1.34
3760,1.33
3761,1.48
3762,1.46
3763,1.5
3764,1.5
3765,1.42
3766,1.38
3767,1.42
3768,1.17
3769,1.39
3770,1.38
3771,1.11
3772,1.41
3773,1.6
3774,1.54
3775,1.6
3776,1.44
3777,1.65
3778,1.37
3779,1.25
3780,1.13
3781,1.25
3782,1.19
3783,1.11
3784,1.51
3785,1.16
3786,1.58
3787,1.26
3788,1.12
3789,1.47
3790,1.42
3791,1.5
3792,1.6
3793,1.17
3794,1.47
3795,1.31
3796,1.19
3797,1.03
3798,1.1
3799,1.1
3800,1.4
3801,1.22
3802,1.53
3803,1.58
3804,1.08
3805,1.44
3806,1.21
3807,1.54
3808,1.29
3809,1.52
3810,1.39
3811,1.24
3812,1.37
3813,1.11
3814,1.16
3815,1.1
3816,1.11
3817,1.45
3818,1.45
3819,1.16
3820,1.33
3821,1.42
3822,1.17
3823,1.17
3824,1.15
3825,1.22
3826,1.5
3827,1.28
3828,1.47
3829,1.62
3830,1.31
3831,1.46
3832,1.47
3833,1.45
3834,1.49
3835,1.42
3836,1.59
3837,1.49
3838,1.21
3839,1.2
3840,1.29
3841,1.3
3842,1.61
3843,1.05
3844,1.56
3845,1.48
3846,1.55
3847,1.21
3848,1.24
3849,1.43
3850,1.52
3851,1.29
3852,1.48
3853,1.33
3854,1.42
3855,1.25
3856,1.52
3857,1.48
3858,1.48
3859,1.17
3860,1.63
3861,1.54
3862,1.54
3863,1.69
3864,1.31
3865,1.43
3866,1.5
3867,1.47
3868,1.42
3869,1.68
3870,1.47
3871,1.27
3872,1.23
3873,1.42
3874,1.27
3875,1.17
3876,1.25
3877,1.38
3878,1.57
3879,1.4
3880,1.07
3881,1.17
3882,1.38
3883,1.16
3884,1.39
3885,1.67
3886,1.68
3887,1.33
3888,1.57
3889,1.13
3890,1.3
3891,1.08
3892,1.43
3893,1.3
3894,1.38
3895,1.19
3896,1.31
3897,1.16
3898,1.31
3899,1.44
3900,1.1
3901,1.28
3902,1.34
3903,1.17
3904,1.14
3905,1.09
3906,1.5
3907,1.51
3908,1.42
3909,1.66
3910,1.11
3911,1.51
3912,1.87
3913,1.62
3914,1.5
3915,1.5
3916,1.69
3917,1.61
3918,1.23
3919,1.2
3920,1.29
3921,1.52
3922,1.09
3923,1.41
3924,1.08
3925,1.5
3926,1.54
3927,1.43
3928,1.11
3929,1.38
3930,1.69
3931,1.36
3932,1.26
3933,1.42
3934,1.29
3935,1.36
3936,1.73
3937,1.25
3938,1.2
3939,1.38
3940,1.24
3941,1.58
3942,1.46
3943,1.47
3944,1.08
3945,1.28
3946,1.6
3947,1.34
3948,1.36
3949,1.14
3950,1.46
3951,1.12
3952,1.38
3953,1.41
3954,1.32
3955,1.26
3956,1.68
3957,1.34
3958,1.41
3959,1.46
3960,1.32
3961,1.21
3962,1.43
3963,1.49
3964,1.16
3965,1.54
3966,1.3
3967,1.38
3968,1.19
3969,1.48
3970,1.39
3971,1.15
3972,1.28
3973,1.73
3974,1.69
3975,1.11
3976,1.05
3977,1.37
3978,1.59
3979,1.42
3980,1.11
3981,1.32
3982,1.28
3983,1.21
3984,1.22
3985,1.41
3986,1.28
3987,1.41
3988,1.48
3989,1.58
3990,1.48
3991,1.14
3992,1.55
3993,1.16
3994,1.43
3995,1.5
3996,1.44
3997,1.43
3998,1.28
3999,1.69
4000,1.1
4001,1.34
4002,1.68
4003,1.39
4004,1.4
4005,1.5
4006,1.23
4007,1.2
4008,1.42
4009,1.06
4010,1.28
4011,1.16
4012,1.49
4013,1.08
4014,1.48
4015,1.67
4016,1.14
4017,1.58
4018,1.12
4019,1.53
4020,1.31
4021,1.16
4022,1.47
4023,1.48
4024,1.54
4025,1.33
4026,1.29
4027,1.63
4028,1.6
4029,1.38
4030,1.38
4031,1.49
4032,1.58
4033,1.19
4034,1.23
4035,1.42
4036,1.46
4037,1.46
4038,1.45
4039,1.55
4040,1.53
4041,1.11
4042,1.29
4043,1.14
4044,1.34
4045,1.21
4046,1.42
4047,1.06
4048,1.39
4049,1.32
4050,1.5
4051,1.08
4052,1.57
4053,1.44
4054,1.43
4055,1.38
4056,1.41
4057,1.5
4058,1.32
4059,1.19
4060,1.49
4061,1.22
4062,1.67
4063,1.23
4064,1.42
4065,1.25
4066,1.42
4067,1.17
4068,1.21
4069,1.34
4070,1.16
4071,1.44
4072,1.45
4073,1.13
4074,1.39
4075,1.49
4076,1.09
4077,1.11
4078,1.4
4079,1.14
4080,1.51
4081,1.54
4082,1.25
4083,1.29
4084,1.39
4085,1.35
4086,1.12
4087,1.6
4088,1.47
4089,1.66
4090,1.13
4091,1.67
4092,1.61
4093,1.32
4094,1.83
4095,1.33
4096,1.29
4097,1.36
4098,1.15
4099,1.58
4100,1.28
4101,1.37
4102,1.46
4103,1.46
4104,1.17
4105,1.24
4106,1.72
4107,1.53
4108,1.59
4109,1.35
4110,1.28
4111,1.15
4112,1.59
4113,1.45
4114,1.56
4115,1.4
4116,1.27
4117,1.29
4118,1.53
4119,1.28
4120,1.28
4121,1.17
4122,1.45
4123,1.64
4124,1.16
4125,1.45
4126,1.76
4127,1.06
4128,1.13
4129,1.03
4130,1.38
4131,1.42
4132,1.15
4133,1.14
4134,1.19
4135,1.52
