,SMILES,ERed
1161,COCC/C([O-])=[NH+]\c1c2c(c(C)c3nsnc13)C1CCC2C1,1.63
1162,CCCc1c2c(cc3nsnc13)OC(CC)C(CC)O2,1.39
1163,CC1Oc2ccc3nsnc3c2C1C,1.59
1164,CCCOc1c2c(c(N(C)C)c3nsnc13)N(C)CCN2C,1.43
1165,CCN(C)c1c(N(C)C)c(C)c2nsnc2c1OC,1.41
1166,CCCC1COc2c(c(C)c3nsnc3c2C)O1,1.35
1167,CCCCc1ccc2nsnc2c1OCCC,1.66
1168,CCN1CN(C(C)C)c2c1cc1nsnc1c2OC,1.15
1169,CCNc1c2c(cc3nsnc13)N(C(C)CC)CN2C,1.03
1170,Cc1c2c(cc3nsnc13)N(C)CN2CCN(C)C,1.21
1171,CCCc1c2c(c(OCCOC)c3nsnc13)OCCO2,1.45
1172,CCN(C)c1c2c(cc3nsnc13)OCC(CCOC)O2,1.34
1173,COCCOCCC1COc2cc3nsnc3cc2O1,1.54
1174,CCOCCc1c(N)c(N)c(C)c2nsnc12,1.24
1175,COc1c2c(c(C(C)C)c3nsnc13)C1CCC2CC1,1.53
1176,CN(C)c1c2c(cc3nsnc13)N(C)CC2,1.3
1177,CCC1Oc2c(cc3nsnc3c2CC(C)C)OC1C,1.64
1178,CCOc1c2c(c(NC(C)CC)c3nsnc13)C1CCC2CC1,1.4
1179,CCOc1c2c(c(/[NH+]=C(\C)[O-])c3nsnc13)OC(C)CO2,1.62
1180,CCCCc1c2c(c(OC)c3nsnc13)OCC(CC)O2,1.48
1181,CCc1c2c(cc3nsnc13)N(CC)CCN2C(C)C,1.25
1182,CCc1c2c(c(C(C)CC)c3nsnc13)N(CC)CN2C,1.13
1183,CNc1c2c(cc3nsnc13)N(C(C)C)CCN2C,1.22
1184,COc1c(C)c2c(c3nsnc13)CCN2C,1.48
1185,CCC(C)C1COc2c(cc3nsnc3c2N(CC)CC)O1,1.51
1186,CCCN1CN(C(C)C)c2c1c(C)c1nsnc1c2C,1.16
1187,CCCCOC1N(C)c2cc3nsnc3cc2N1CCCC,1.12
1188,CCN1CN(C)c2c1cc1nsnc1c2OC,1.22
1189,CC(C)CN1CN(C)c2c1cc1nsnc1c2C(C)C,1.07
1190,CCOc1c2c(c(CC)c3nsnc13)OCCO2,1.49
1191,CCc1c(N)c(NC(C)C)c(CCOC)c2nsnc12,1.37
1192,CC(C)N(c1c2c(cc3nsnc13)N(C)CCN2C)C(C)C,1.18
1193,CCOc1c(NCC(C)C)c(NC)c(C)c2nsnc12,1.39
1194,CCC/C([O-])=[NH+]\c1c2c(c(CC)c3nsnc13)OCCO2,1.55
1195,CCCc1c(NC(C)C)c(NC)c(OC)c2nsnc12,1.35
1196,CCc1c2c(c(NC)c3nsnc13)OCC(C)O2,1.44
1197,CCN(c1c2c(cc3nsnc13)OCCO2)C(C)C,1.34
1198,CCCNc1c(NC)c(OCC)c2nsnc2c1OC,1.37
1199,CCN1CN(CCOCC(C)C)c2cc3nsnc3c(C)c21,1.19
1200,Cc1c2c(c(C)c3nsnc13)N(CC(C)C)CN2C,1.13
1201,CCN1CN(C)c2c1cc1nsnc1c2NC(C)C,1.18
1202,CCCc1c2c(cc3nsnc13)OC(CC(C)C)C(CC)O2,1.42
1203,CCCC1Oc2c(cc3nsnc3c2OCC)OC1C,1.56
1204,CCCOc1c2c(cc3nsnc13)N(CC)CCN2C(C)C,1.27
1205,CCC(C)Nc1c(NC)c(C)c2nsnc2c1CC(C)C,1.44
1206,CCc1c2c(c(CC)c3nsnc13)N(CC)CCN2C,1.33
1207,CC(=O)Oc1c2c(cc3nsnc13)OCCO2,1.68
1208,Cc1c2c(cc3nsnc13)N(C(C)C)CCN2C,1.08
1209,CCCOc1c2c(cc3nsnc13)OC(C)CO2,1.55
1210,CCCc1c2c(cc3nsnc13)C1CCC2CC1,1.45
1211,CCN1CN(C)c2c1cc1nsnc1c2N(CC)CCOC,1.11
1212,CCc1c2c(cc3nsnc13)N(CC(C)C)CN2C,1.08
1213,CCCN1CCN(C)c2cc3nsnc3c(OC)c21,1.28
1214,CC(C)Cc1c2c(cc3nsnc13)OCC(CC(C)C)O2,1.48
1215,CCC(C)OC1N(C)c2c(cc3nsnc3c2C)N1C(C)C,1.07
1216,C1Cc2c3c(c4nsnc4c2C1)NCC3,1.46
1217,CCNc1c2c(cc3nsnc13)N(C(C)C)CN2C,1.34
1218,COCCc1c2c(cc3nsnc13)N(C)CN2C,1.16
1219,CCCN1CN(C)c2cc3nsnc3c(CC(C)C)c21,1.17
1220,CCC(C)c1c2c(c(OC)c3nsnc13)N(CC)CCN2C,1.58
1221,CCCc1c2c(c(CC)c3nsnc13)OC(CC(C)C)CO2,1.46
1222,CCc1cc(C)c2nsnc2c1NC,1.46
1223,CCCCC1Oc2cc3nsnc3c(C)c2OC1CCCC,1.36
1224,COCCC1COc2c(c(OC)c3nsnc3c2C)O1,1.56
1225,CCN1CN(CC(C)C)c2cc3nsnc3c(NC)c21,1.09
1226,CCOc1c2c(c(OCC)c3nsnc13)N(CC)CN2C,1.25
1227,CCCCOc1c(CC)ccc2nsnc12,1.63
1228,CC(C)C/C([O-])=[NH+]\c1c2c(cc3nsnc13)N(C)CCN2C,1.48
1229,CCCNc1c2c(cc3nsnc13)N(CCC)CN2C,1.14
1230,CCCN1CN(C)c2c1cc1nsnc1c2N(C)CC,1.06
1231,C/C([O-])=[N+](/CC(C)C)c1c2c(cc3nsnc13)N(C)CN2C,1.28
1232,CCC1COc2c(cc3nsnc3c2CCN(C)C(C)C)O1,1.45
1233,CCC1Oc2c(cc3nsnc3c2C(C)C)OC1C,1.44
1234,COc1c2c(c(OC(=O)C(C)C)c3nsnc13)OCCO2,1.68
1235,CCN1CCN(C)c2c1c(C)c1nsnc1c2C,1.3
1236,CCC(C)C1COc2c(cc3nsnc3c2OC)O1,1.44
1237,CCC(=O)Oc1c2c(c(C(C)C)c3nsnc13)OCCO2,1.58
1238,CC1COc2c(cc3nsnc3c2OC(=O)C(C)C)O1,1.73
1239,CC(C)Oc1c2c(c(N(C)C)c3nsnc13)C1CCC2CC1,1.47
1240,CCOc1c2c(cc3nsnc13)N(C(C)C)CCN2C,1.25
1241,CCC(C)N1CN(C(C)C)c2c1cc1nsnc1c2OC,1.1
1242,CN(C)c1c2c(cc3nsnc13)N(C)CCN2C,1.25
1243,CC1Oc2c3c(c4nsnc4c2OC1C)C(C)(C)CO3,1.42
1244,CCC(C)c1c2c(cc3nsnc13)N(C)CCN2C,1.53
1245,CCOc1c2c(c(CC)c3nsnc13)OC(C)CO2,1.48
1246,CCc1c2c(c(OC)c3nsnc13)N(C(C)C)CN2C,1.16
1247,CCN(C)c1c(N(C)C)c(C)c2nsnc2c1OC(C)C,1.47
1248,CCC1Oc2c(cc3nsnc3c2C)OC1CCOC,1.6
1249,CCCN1CCN(CC)c2cc3nsnc3c(/[NH+]=C(\C)[O-])c21,1.35
1250,CCCN1CCN(CC(C)C)c2c1cc1nsnc1c2C,1.0
1251,CCC1Oc2cc3nsnc3c(OCCOC)c2OC1C,1.57
1252,CCOc1c2c(c(C)c3nsnc13)C1CCC2CC1,1.37
1253,CCOc1c2c(cc3nsnc13)N(CC)C(OC)N2C,1.17
1254,CCCC1Oc2cc3nsnc3c(CC)c2OC1C(C)CC,1.35
1255,CCCN1c2cc3nsnc3cc2N(C(C)C)C1OCC,1.12
1256,CCCCC1Oc2cc3nsnc3c(OC)c2OC1C,1.58
1257,CCc1c2c(c(C(C)C)c3nsnc13)OCC(C(C)CC)O2,1.26
1258,COC1N(C)c2c(cc3nsnc3c2CC(C)C)N1C(C)C,1.16
1259,CC1CC([O-])=[NH+]c2c(ccc3nsnc23)C1,1.74
1260,CCN1CN(C)c2cc3nsnc3c(N(CC)C(C)C)c21,1.07
1261,CCCCc1c2c(c(C)c3nsnc13)N(C)CCN2CC,1.46
1262,CCc1c2c(c(C)c3nsnc13)N(CC)CN2C,1.11
1263,CC(C)Cc1cc(OC(C)C)cc2nsnc12,1.48
1264,CCCCc1c2c(c(C(C)C)c3nsnc13)OCC(C)O2,1.37
1265,COCCN1CCN(CC(C)C)c2c1cc1nsnc1c2C,1.25
1266,CCN(C)c1c2c(cc3nsnc13)N(CC)CCN2C,1.24
1267,CCN1c2cc3nsnc3cc2N(C)C1OC,1.11
1268,CC1Cc2cc3nsnc3cc2N(C)C1,1.38
1269,Cc1c2c(cc3nsnc13)OC(C)C2,1.44
1270,Cc1cc2nsnc2c2c1C(N(C)C)CO2,1.6
1271,CCCCNc1cc(OC)cc2nsnc12,1.33
1272,CC(C)COc1c2c(cc3nsnc13)N(C(C)C)CCN2C,1.31
1273,CCN1CN(C)c2cc3nsnc3c(N(C)CCOC)c21,1.06
1274,CCN(C)c1c2c(cc3nsnc13)OC(C)CO2,1.55
1275,CCCNc1c(NC)cc2nsnc2c1C,1.31
1276,CCN1CCN(CCN(C)C)c2cc3nsnc3c(OC)c21,1.26
1277,CCCNc1c2c(c(CCC)c3nsnc13)C1CCC2CC1,1.36
1278,CCc1c2c(c(C)c3nsnc13)OCC(C)O2,1.35
1279,CCCN1CCN(CCC)c2c1cc1nsnc1c2OCC,1.31
1280,COC1N(C)c2cc3nsnc3c(C)c2N1C(C)C,0.8
1281,CNc1c2c(cc3nsnc13)OCC(C)C2,1.41
1282,COCCN1CCN(C)c2c1cc1nsnc1c2C,1.3
1283,CCNc1cc2c(c3nsnc13)C(CC)CO2,1.37
1284,CC(C)N(c1c2c(cc3nsnc13)C1CCC2CC1)C(C)C,1.45
1285,CCc1c2c(c(OC)c3nsnc13)N(C)CCN2CC,1.33
1286,CCCCOc1c2c(cc3nsnc13)OC(C(C)C)CO2,1.56
1287,CCOc1c(CC)c(C)cc2nsnc12,1.57
1288,CCC(C)N(CC)CCc1c2c(cc3nsnc13)OCCO2,1.39
1289,COCCc1c2c(c(C)c3nsnc13)C1CCC2CC1,1.4
1290,CCN1CN(C)c2c1cc1nsnc1c2NCC(C)C,1.09
1291,COc1c2c(cc3nsnc13)N(CC(C)C)CCN2C(C)C,1.33
1292,CCC1Oc2c(cc3nsnc3c2CCN(C)CC)OC1C,1.52
1293,COCCc1cccc2nsnc12,1.65
1294,CCC(C)N1CN(CC)c2cc3nsnc3c(C)c21,1.13
1295,CCN1CCN(C(C)C)c2c1cc1nsnc1c2CCOC,1.24
1296,CCN(C)c1c2c(c(C)c3nsnc13)C1CCC2CC1,1.42
1297,CNc1c2c(cc3nsnc13)N(CCOC)CCN2C,1.25
1298,CCCc1c2c(cc3nsnc13)OC(C)C2,1.44
1299,CCCN(C)CCc1c2c(cc3nsnc13)OCC(CC)O2,1.57
1300,CCc1c(N(C)C)c(N(C)C)c(C)c2nsnc12,1.52
1301,CCCN1CCN(C)c2cc3nsnc3c(N(C)C)c21,1.17
1302,CC(C)c1c2c(cc3nsnc13)OC(C(C)C)C(C)O2,1.51
1303,CNc1c(NC)c(C(C)C)c2nsnc2c1C(C)C,1.41
1304,CCCCN1CCN(C)c2cc3nsnc3c(CCC)c21,0.92
1305,CCCOc1c2c(cc3nsnc13)N(C(C)C)CCN2CC,1.13
1306,COCCNc1cc2nsnc2c(OC)c1N,1.3
1307,CCCCOC1N(C)c2cc3nsnc3cc2N1CCC,1.11
1308,CNc1c(NC(C)C)c(C(C)C)c2nsnc2c1OC,1.35
1309,CCOC1N(C)c2cc3nsnc3c(CC)c2N1CC,1.2
1310,CCCCC1Oc2c(c(C)c3nsnc3c2C)OC1C(C)C,1.28
1311,CC/C([O-])=[NH+]\c1c2c(c(C)c3nsnc13)N(C(C)C)CN2C,1.21
1312,CCC(C)N1CCN(CC)c2c1c(C)c1nsnc1c2OC,1.32
1313,COCCc1c2c(cc3nsnc13)N(C)CCN2CC(C)C,1.3
1314,CCCN1CN(CC)c2c1c(C)c1nsnc1c2CC,1.23
1315,CCC(C)Oc1cc(OC)cc2nsnc12,1.56
1316,CCNc1c(N)c(NC)c(OCCOC)c2nsnc12,1.45
1317,COC1N(CC(C)C)c2cc3nsnc3cc2N1CC(C)C,1.1
1318,CCOCCOc1c2c(c(C)c3nsnc13)C1CCC2CC1,1.63
1319,CCCCOc1c2c(c(C)c3nsnc13)OC(C)C(C)O2,1.41
1320,CC(C)OCCOc1c2c(cc3nsnc13)C1CCC2CC1,1.51
1321,CCN1CCN(C)c2c1c(C)c1nsnc1c2/[NH+]=C(\C)[O-],1.42
1322,CCN(C)c1c2c(c(CC(C)C)c3nsnc13)OCC(C)O2,1.39
1323,CCCCNc1c(NC)c(C)c2nsnc2c1CC,1.31
1324,CCCC1Oc2c(cc3nsnc3c2C(C)CC)OC1CC,1.32
1325,CCOc1cc2nsnc2c(C)c1OCC,1.46
1326,Cc1c2c(c(/[NH+]=C(/[O-])C(C)C)c3nsnc13)C1CCC2CC1,1.59
1327,CCCN1CN(C)c2c1cc1nsnc1c2/[N+](C)=C(\C)[O-],1.22
1328,CCCc1c2c(c(C(C)CC)c3nsnc13)OC(CC)CO2,1.25
1329,CCOc1c2c(cc3nsnc13)OC(CC)C2,1.5
1330,CCCN(C)CCN1CN(C)c2cc3nsnc3cc21,1.12
1331,C1Cc2c3c(c4nsnc4c2C1)CCCO3,1.42
1332,Cc1c2c(cc3nsnc13)N(C)CCC2,1.32
1333,CC(C)Oc1cccc2nsnc12,1.69
1334,Cc1c(N)c(NC(C)C)cc2nsnc12,1.2
1335,CCOCCOc1c2c(cc3nsnc13)OCC(C)O2,1.51
1336,CCC(C)Oc1c(C)c(C)cc2nsnc12,1.54
1337,CCCN(C)c1ccc2nsnc2c1CC,1.5
1338,CCNc1c(NC)c(NC)c(OCC(C)C)c2nsnc12,1.44
1339,CCN(C)c1c2c(cc3nsnc13)N(C)CCN2CC(C)C,1.0
1340,CNc1c2c(cc3nsnc13)C1CCC2C1,1.44
1341,CNc1c2c(cc3nsnc13)OCCC2C,1.43
1342,CCOCCN1CN(C)c2cc3nsnc3c(OCC)c21,1.21
1343,CCN1CCN(C)c2c1cc1nsnc1c2NCCOC,0.96
1344,CCC/C([O-])=[NH+]\c1c2c(c(C)c3nsnc13)OCCO2,1.57
1345,CCc1c2c(c(CC)c3nsnc13)OC(CC(C)C)CO2,1.35
1346,CCNc1c(NC)c(NC)cc2nsnc12,1.28
1347,CCCCOc1ccc(OC)c2nsnc12,1.67
1348,CCc1c2c(cc3nsnc13)OCC(CC(C)C)O2,1.44
1349,CCCC1Oc2c(cc3nsnc3c2C)OC1C,1.47
1350,CCc1c2c(c(C)c3nsnc13)N(C)CN2C(C)C,1.1
1351,CCN1CCN(C)c2c1c(C)c1nsnc1c2C(C)C,1.36
1352,CC/C([O-])=[N+](/C)c1c2c(cc3nsnc13)N(C(C)C)CN2C,1.23
1353,CCCCC1Oc2cc3nsnc3c(CC)c2OC1CCC,1.22
1354,CC/C([O-])=[NH+]\c1c2c(c(CC)c3nsnc13)N(C)CN2CC,1.2
1355,CCN1CCN(C)c2c1c(CC(C)C)c1nsnc1c2C,1.26
1356,CCC(C)Oc1c2c(c(C)c3nsnc13)N(CC)CCN2C,1.32
1357,CCCCc1c2c(cc3nsnc13)C1CCC2CC1,1.4
1358,CCC1COc2c(c(OC)c3nsnc3c2CC(C)C)O1,1.45
1359,Cc1c(N)c(NCC(C)C)cc2nsnc12,1.18
1360,CCC(C)N1CN(C)c2c1c(OC)c1nsnc1c2OC,1.21
1361,CCCOc1c2c(c(C(C)CC)c3nsnc13)N(C)CN2C,1.11
1362,CCN(C)c1c(N(CC)OC)c(OC)c2nsnc2c1C,1.62
1363,CNc1cc(N(C)C)c(OC)c2nsnc12,1.44
1364,CC(=O)Oc1c2c(c(C)c3nsnc13)OCC(C(C)C)O2,1.6
1365,CCCC1COc2c(cc3nsnc3c2/[NH+]=C(\C)[O-])O1,1.66
1366,COCCN1CN(C)c2c1cc1nsnc1c2C(C)C,1.14
1367,CCCCc1c2c(cc3nsnc13)N(C)CCN2CCC,1.46
1368,CC(C)CN(C)CCN1CCN(C)c2cc3nsnc3cc21,1.17
1369,CCCCC1Oc2c(cc3nsnc3c2CC)OC1C,1.47
1370,CCC(C)/[N+](=C(/C)[O-])c1cccc2nsnc12,1.83
1371,CCc1c2c(cc3nsnc13)N(CC)CCO2,1.27
1372,CCCCN(C)c1c(N(C)C)c(C)c2nsnc2c1OC,1.48
1373,CCCOc1cc2nsnc2cc1CCC,1.46
1374,CCOc1c(CC)cc2nsnc2c1C,1.56
1375,CNc1c(NC)c(OC)c2nsnc2c1NC,1.42
1376,CCCC1Oc2cc3nsnc3c(N(C)CC)c2OC1C,1.53
1377,CCOc1c2c(c(N(C)C(C)C)c3nsnc13)C1CCC2C1,1.41
1378,CCN1CCN(C)c2c1c(OC)c1nsnc1c2C,1.33
1379,CCCN1CN(C)c2c1c(NC)c1nsnc1c2C,1.22
1380,CCNc1c2c(cc3nsnc13)OC(CC)CO2,1.4
1381,COCCC1COc2c(cc3nsnc3c2OC(C)C)O1,1.52
1382,CCCN1CN(C)c2cc3nsnc3c(OC(C)=O)c21,1.24
1383,CCCCNc1c2c(cc3nsnc13)OC(C)CO2,1.29
1384,CCC(C)OC1N(C)c2cc3nsnc3cc2N1CC(C)C,1.11
1385,CCCN1CN(C(C)C)c2c1c(C)c1nsnc1c2OC,1.15
1386,CCC(C)N1CN(CC(C)C)c2c1cc1nsnc1c2C,1.05
1387,CCNc1cc(OC)cc2nsnc12,1.51
1388,CCCCC1Oc2cc3nsnc3c(OC)c2OC1CC,1.44
1389,CNc1c2c(cc3nsnc13)N(CC(C)C)CN2C,1.24
1390,CC(C)COc1c2c(cc3nsnc13)N(CC(C)C)CN2C,1.19
1391,CCN1CN(C)c2c1c(OC(C)=O)c1nsnc1c2C,1.23
1392,CC1(C)CNc2c1ccc1nsnc21,1.55
1393,CCC(C)N1CN(CC)c2c1cc1nsnc1c2OC,1.1
1394,COc1c2c(cc3nsnc13)OC(CCN(C)C)CO2,1.59
1395,CNc1c(N)cc2nsnc2c1NC(C)C,1.36
1396,Cc1c2c(c(/[NH+]=C(/[O-])CC(C)C)c3nsnc13)N(C)CN2C,1.26
1397,CCC1COc2c(c(N(C)CC)c3nsnc3c2C(C)C)O1,1.4
1398,CCCOCCOc1c2c(c(C)c3nsnc13)OCCO2,1.55
1399,CCCN1CN(CC)c2c1cc1nsnc1c2/[NH+]=C(\C)[O-],1.24
1400,CCCCC1COc2c(c(OC)c3nsnc3c2CC)O1,1.59
1401,CCCc1c2c(c(OC)c3nsnc13)N(C(C)C)CCN2C,1.22
1402,CCC(C)N1CN(C(C)CC)c2cc3nsnc3cc21,1.06
1403,CCCOc1c2c(cc3nsnc13)N(C)CCN2CC,1.25
1404,CCNc1c2c(c(C)c3nsnc13)OC(C)CO2,1.45
1405,CCCC1COc2cc3nsnc3c(C(C)CC)c2O1,1.36
1406,CCOc1c2c(cc3nsnc13)N(C(C)C)CN2CC,1.15
1407,CCCCOc1c2c(c(CC)c3nsnc13)OCCO2,1.4
1408,Cc1c2c(c(OCC(C)C)c3nsnc13)C1CCC2C1,1.43
1409,CCc1c2c(c(OC(C)C)c3nsnc13)OC(CC)CO2,1.47
1410,CCC(C)/C([O-])=[NH+]\c1c2c(cc3nsnc13)OCCO2,1.66
1411,CCc1c(N(C)CC)c(N(C)CC)c(C)c2nsnc12,1.41
1412,CCN1CN(CC)c2c1cc1nsnc1c2OC(C)=O,1.24
1413,CCc1c2c(c(OC(C)CC)c3nsnc13)N(C)CCN2C,1.53
1414,CCCC(=O)Oc1c2c(c(C)c3nsnc13)C1CCC2CC1,1.57
1415,Cc1c2c(c(C(C)C)c3nsnc13)N(C)CN2C,1.11
1416,CCCN1CN(C)c2cc3nsnc3c(CCOC)c21,1.08
1417,CCOc1c2c(cc3nsnc13)C1CCC2CC1,1.43
1418,CCN(CC)c1c2c(c(C)c3nsnc13)OC(C(C)C)CO2,1.42
1419,COc1ccc(N(C)C)c2nsnc12,1.43
1420,CCCC(=O)Oc1c2c(c(C)c3nsnc13)N(C)CN2C,1.28
1421,CCc1c2c(c(OC)c3nsnc13)OC(CC(C)C)CO2,1.42
1422,Cc1c2c(c(C(C)C)c3nsnc13)N(C)CN2CC(C)C,1.09
1423,CCN1CN(CC)c2c1cc1nsnc1c2C,1.09
1424,CCCC1Oc2c(cc3nsnc3c2C(C)CC)OC1C,1.47
1425,CCCNc1c(N)cc2nsnc2c1OC(C)CC,1.38
1426,CC(C)/C([O-])=[NH+]\c1c2c(cc3nsnc13)N(C(C)C)CN2C,1.21
1427,CCOCCOc1c2c(cc3nsnc13)N(CC)CN2C,1.17
1428,CCC1Oc2c(cc3nsnc3c2N(C)CC)OC1C(C)C,1.45
1429,CCCCN1CCN(C)c2c1c(C)c1nsnc1c2NC,1.52
1430,CNc1c2c(cc3nsnc13)N(C(C)C)CN2C,1.21
1431,CCN(CC)c1c2c(c(CC(C)C)c3nsnc13)OCCO2,1.15
1432,CN(C)CCOc1c2c(cc3nsnc13)N(C)CCN2C,1.31
1433,CCN(C)c1c2c(c(OC(C)=O)c3nsnc13)OCCO2,1.57
1434,Cc1cc2nsnc2cc1C(C)C,1.58
1435,CCc1c(N)c(N(C)C)cc2nsnc12,1.34
1436,CC(=O)Oc1c2c(cc3nsnc13)OCC(CC(C)C)O2,1.79
1437,CCCc1c2c(c(OC(C)C)c3nsnc13)OC(C)CO2,1.47
1438,CCC(C)OCCc1cccc2nsnc12,1.65
1439,CCC1Cc2c(c(C)c3nsnc3c2C)O1,1.42
1440,CCc1c2c(cc3nsnc13)OC(CCOC)C(C)O2,1.53
1441,COCCOCCOc1c2c(cc3nsnc13)C1CCC2CC1,1.6
1442,CCC/[N+](=C(\[O-])CC)c1c2c(cc3nsnc13)N(C)CN2C,1.27
1443,CNc1cc2c(c3nsnc13)OC(C)C2,1.51
1444,CCCc1c2c(c(OCC)c3nsnc13)N(C)CCN2C,1.42
1445,CCC1Oc2c(c(OC)c3nsnc3c2OC)OC1CC,1.54
1446,CCOCCN(C)c1c2c(cc3nsnc13)C1CCC2C1,1.52
1447,CNc1cc(OC)cc2nsnc12,1.39
1448,CCN1CCN(CCOC)c2cc3nsnc3c(N(C)C)c21,1.15
1449,CC1CCC([O-])=[NH+]c2c1ccc1nsnc21,1.74
1450,CCC(C)OCCN1CCN(C)c2cc3nsnc3cc21,1.11
1451,CCN(CCc1c2c(cc3nsnc13)OCC(C)O2)C(C)C,1.63
1452,CNc1c2c(c(C)c3nsnc13)OCC(C)O2,1.44
1453,COC1N(C)c2cc3nsnc3c(C(C)C)c2N1C,1.23
1454,CC1Cc2c3c(c4nsnc4c2C1)CCC3,1.48
1455,CCOc1c(N(C)C)c(N(C)OC)c(OC)c2nsnc12,1.63
1456,CCC(C)C1COc2cc3nsnc3c(CC(C)C)c2O1,1.53
1457,CCC(C)OC1N(CC)c2cc3nsnc3cc2N1C(C)C,1.1
1458,CCCN1c2c(cc3nsnc3c2C)N(C)C1OCC,1.08
1459,CCCN1CCN(C)c2cc3nsnc3c(CC)c21,1.28
1460,CCCc1c2c(c(CC)c3nsnc13)OCC(C)O2,1.34
1461,COc1c2c(cc3nsnc13)OC(CC(C)C)CO2,1.53
1462,CCN1CN(CC(C)C)c2c1c(C(C)C)c1nsnc1c2C,1.06
1463,CCOc1c2c(cc3nsnc13)OC(C(C)C)C(C)O2,1.5
1464,CC(=O)Oc1c2c(cc3nsnc13)OC(CC(C)C)CO2,1.75
1465,Cc1c2c(cc3nsnc13)N(C)CCN2C(C)C,1.15
1466,CCCOCCN1CCN(CCC)c2cc3nsnc3cc21,1.23
1467,CC(C)CN(C)c1c2c(cc3nsnc13)N(C)CN2C,1.11
1468,CCOc1c2c(cc3nsnc13)N(CC)CN2CC(C)C,1.08
1469,CCCOc1c2c(c(C)c3nsnc13)N(C)CCN2CCC,1.36
1470,CCCCc1c2c(cc3nsnc13)N(C)CCN2CC,1.24
1471,CCC(C)Oc1c2c(cc3nsnc13)N(C)CN2C,1.2
1472,CCCN1CCN(CC)c2c1cc1nsnc1c2/[NH+]=C(\C)[O-],1.29
1473,CCN(C)CCN1CCN(CC)c2c1cc1nsnc1c2C,1.19
1474,CCC(C)C1COc2cc3nsnc3c(C)c2O1,1.45
1475,CCCN(c1ccc(OC)c2nsnc12)C(C)C,1.57
1476,CCC(C)Oc1c2c(cc3nsnc13)N(C(C)C)CN2C,1.15
1477,CCN(CC(C)C)c1c2c(cc3nsnc13)OC(C)C(C)O2,1.57
1478,CCCN1CN(C)c2c1cc1nsnc1c2OC(C)=O,1.3
1479,COc1c2c(cc3nsnc13)N(C)CCN2CCN(C)C,1.29
1480,CCCN1CN(C(C)CC)c2cc3nsnc3c(OC)c21,1.1
1481,CCc1c2c(cc3nsnc13)OC(C(C)C)CO2,1.47
1482,CCCCc1c2c(c(C(C)C)c3nsnc13)OC(C)CO2,1.3
1483,CCCN(C)c1c2c(cc3nsnc13)N(C)CCN2C,1.25
1484,CCC(C)N1CCc2ccc3nsnc3c21,1.45
1485,COc1c2c(c(C)c3nsnc13)N(C)CN2CC(C)C,1.15
1486,CC(C)Nc1c2c(cc3nsnc13)N(C)CN2C,1.02
1487,CCCCOC1N(C)c2cc3nsnc3c(OC)c2N1C,1.2
1488,CCC(C)Oc1c2c(cc3nsnc13)OCC2,1.52
1489,CCCCN1CCN(C)c2cc3nsnc3c(CC)c21,1.38
1490,CC(C)N1CCN(C)c2c1cc1nsnc1c2N(C)C,1.26
1491,CCC1Oc2cc3nsnc3c(OC(C)=O)c2OC1CC,1.69
1492,CCN1CCN(C)c2c1cc1nsnc1c2C,1.28
1493,CNc1cc2nsnc2cc1N,1.27
1494,CCN1CN(CCN(C)C(C)C)c2cc3nsnc3cc21,1.05
1495,CCCN1CN(C(C)CC)c2c1cc1nsnc1c2OC,1.15
1496,CCCc1cc2nsnc2c(C)c1CC,1.51
1497,COc1cc2nsnc2c2c1CCOC2,1.52
1498,CCCCN1CN(CCC)c2cc3nsnc3cc21,1.08
1499,CC(C)COc1c2c(cc3nsnc13)N(C)CCN2C,1.34
1500,CC(C)Oc1c2c(cc3nsnc13)N(C)CCN2C,1.32
1501,CC(C)OCCC1COc2cc3nsnc3cc2O1,1.59
1502,CCOc1c2c(c(OCC)c3nsnc13)N(C)CN2C,1.25
1503,CCCOc1c2c(cc3nsnc13)OCC2C,1.52
1504,CCC(C)Nc1cccc2nsnc12,1.5
1505,Cc1c2c(c(N(C)C)c3nsnc13)OC(C)C(CC(C)C)O2,1.42
1506,CCC(C)N1CCN(C)c2c1c(NC)c1nsnc1c2C,1.26
1507,c1ccc2nsnc2c1,1.71
1508,CCC(C)N1CCN(C)c2c1cc1nsnc1c2CCOC,1.39
1509,CCCc1c2c(c(C)c3nsnc13)N(CC)CCN2CC,1.33
1510,CNc1cc2c(c3nsnc13)CCCO2,1.37
1511,CCN1CN(CCOC)c2cc3nsnc3c(OC)c21,1.18
1512,COc1c2c(c(N(C)C(C)C)c3nsnc13)OCCO2,1.47
1513,COc1c2c(cc3nsnc13)N(CC(C)C)CN2C(C)C,1.11
1514,CCNc1c2c(cc3nsnc13)C(C)CCO2,1.46
1515,CNc1c2c(c(C(C)C)c3nsnc13)N(C)CN2C,0.97
1516,CCOC1N(CC(C)C)c2cc3nsnc3c(C)c2N1CC,1.19
1517,CCCOc1c2c(cc3nsnc13)N(CCC)CCN2C,1.29
1518,CCc1c2c(c(NC)c3nsnc13)CCO2,1.26
1519,CCCCc1c2c(cc3nsnc13)N(CCC)CN2C,1.09
1520,CC1CN(C)c2c1c1c(c3nsnc23)OC(C)C(C)O1,1.43
1521,CCNc1c2c(c(C)c3nsnc13)OCC2,1.39
1522,CCCN1CN(CCC)c2cc3nsnc3cc21,1.04
