,MaxEStateIndex,MinEStateIndex,MolWt,FpDensityMorgan1,BCUT2D_MWLOW,BCUT2D_LOGPLOW,BalabanJ,HallKierAlpha,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA14,PEOE_VSA2,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA10,SMR_VSA3,SMR_VSA4,SMR_VSA5,SlogP_VSA3,SlogP_VSA4,SlogP_VSA6,EState_VSA1,EState_VSA4,EState_VSA6,EState_VSA7,EState_VSA8,VSA_EState2,VSA_EState8,VSA_EState9,NHOHCount,NumAliphaticHeterocycles,fr_ArN,fr_Ndealkylation1,fr_aryl_methyl,fr_bicyclic,fr_unbrch_alkane
0,6.23,0.05005291005290968,306.43100000000004,1.0476190476190477,9.92001097801754,-2.3570765117111807,2.3402183500817344,-1.36,23.24133421072913,11.49902366656781,0.0,0.0,0.0,20.771211599071872,32.60702369139466,11.126902983393991,11.728187345198613,22.761588780431133,8.747079962832899,0.0,65.58616806596312,6.4208216229260096,0.0,0.0,0.0,46.50097133104634,0.0,0.0,43.365765961286016,0.0,10.643054374527589,0.0,0,1,0,0,1,2,0
1,5.571481481481481,0.6377702191987906,222.26899999999995,1.5333333333333334,10.111653992415796,-1.947305543955348,2.2716989108922063,-1.36,11.033401435232523,11.49902366656781,0.0,0.0,0.0,0.0,6.923737199690624,18.050640183084617,24.94195127422445,22.761588780431133,8.747079962832899,0.0,13.344558822616634,6.4208216229260096,0.0,6.06636706846161,0.0,34.516698216423336,0.0,12.990104268152233,8.747079962832899,0.0,3.3152369142101286,0.0,0,1,0,0,0,3,0
2,4.4139332168052405,0.940177337910473,279.413,1.0,10.073654337013801,-2.084077385125625,2.553190321277963,-1.56,11.033401435232523,0.0,0.0,0.0,0.0,13.344558822616634,13.344558822616634,26.20355186296395,28.7903461692493,39.823747604481824,8.747079962832899,0.0,26.689117645233267,0.0,6.923737199690624,0.0,0.0,46.624589779818784,0.0,14.09534396535438,38.54492017423314,0.0,5.26054875808348,3.853532533383724,3,0,0,0,1,1,1
3,4.490995842781557,0.6604740646258502,276.409,1.368421052631579,10.051377337721272,-2.309920646927802,2.1929533969155077,-1.36,11.033401435232523,0.0,0.0,0.0,0.0,20.771211599071872,18.405094737549014,19.15587988028676,29.771651083464878,34.13636132979826,8.747079962832899,5.917906046161393,27.19203322199788,6.4208216229260096,5.917906046161393,6.06636706846161,0.0,30.66767065297025,0.0,0.0,52.43215007474451,4.798888888888889,8.808843747375494,2.156974678760393,0,1,0,0,1,2,0
4,4.325873803224994,0.9436602418745275,263.37,1.2222222222222223,10.201163129581081,-2.3349945161410717,1.9469944497093832,-1.4,11.033401435232523,0.0,0.0,0.0,0.0,0.0,26.2280781022776,20.13718479450234,29.771651083464878,34.13636132979826,13.646989693683377,0.0,0.0,0.0,0.0,12.13273413692322,0.0,30.79160543595681,0.0,0.0,56.72255924033912,6.873829470059629,3.034974726001512,6.335924771143025,0,1,0,1,0,2,0
5,4.552207105064248,0.4482407407407407,290.436,1.15,9.946856043204253,-2.4309938903684856,2.348396402971278,-1.36,11.033401435232523,0.0,0.0,0.0,0.0,13.847474399381248,25.831747514004253,31.7424771153473,23.102959894565736,34.13636132979826,8.747079962832899,0.0,39.654695674071846,0.0,0.0,6.06636706846161,0.0,24.122914247057675,0.0,0.0,59.35588727443515,4.863425925925926,11.170806405895691,2.1728543083900225,0,1,0,1,0,2,0
6,4.595214947089947,0.5148592214663642,318.4900000000001,1.1818181818181819,9.992740948508375,-2.446111432409127,2.2309419006677866,-1.36,11.033401435232523,0.0,0.0,0.0,0.0,20.268296022307258,32.75548471369488,31.239561538582684,23.102959894565736,34.13636132979826,8.747079962832899,0.0,52.99925449668848,6.4208216229260096,0.0,6.06636706846161,0.0,43.50931389882226,0.0,0.0,52.30821529175796,5.094675925925926,12.39927542621987,0.0,0,1,0,0,1,2,0
7,6.062731481481482,0.046534391534391206,293.39200000000005,1.2,9.975555162014635,-2.2796978386635662,2.395002294769865,-1.5599999999999998,29.431636062177304,11.49902366656781,0.0,0.0,0.0,13.847474399381248,12.841643245852017,19.658795457051376,11.728187345198613,28.4489750551147,8.747079962832899,0.0,32.79308403298157,0.0,0.0,0.0,0.0,33.78326286818089,0.0,25.918990895895483,22.594554362214147,2.021898148148148,6.87483914399093,3.9842857142857144,0,1,0,0,0,2,0
8,4.398487969261779,1.01826504367179,305.451,1.0952380952380953,10.119014991367948,-2.4334974629213075,1.9171977806827019,-1.4,11.033401435232523,0.0,0.0,0.0,0.0,6.923737199690624,32.648899725203606,32.72378202956288,23.102959894565736,34.13636132979826,13.646989693683377,0.0,13.847474399381248,0.0,0.0,12.13273413692322,0.0,50.30193987070797,0.0,0.0,56.47468967436599,7.287093358948517,10.883045340368572,2.1773334488116234,0,1,0,2,0,2,0
9,4.585511148904006,0.6179062736205594,290.43600000000004,1.05,9.939020251799333,-2.378317784408159,2.3599235095654967,-1.36,11.033401435232523,0.0,0.0,0.0,0.0,13.847474399381248,19.262464868778025,38.31175976057352,23.102959894565736,34.13636132979826,8.747079962832899,5.917906046161393,27.19203322199788,6.4208216229260096,12.841643245852017,0.0,0.0,30.543735869983685,0.0,0.0,53.4134549889601,4.756064814814815,8.845102040816327,4.379314058956917,0,1,0,2,1,2,0
