SMILES,ERed,MolWT,NValE,MolLogP
CCNc1c2c(cc3nsnc13)OC(C)C(C)O2,1.31,265.09,96,2.67
CNc1cc2c(c3nsnc13)CCCO2,1.37,221.06,78,2.06
CCCCNc1cc(C)cc2nsnc12,1.47,221.1,80,3.21
CCNc1cc2c(c3nsnc13)C(C)(C)CO2,1.36,249.09,90,2.79
CCN1CN(C(C)C)c2c1cc1nsnc1c2NC,1.05,277.14,102,2.75
Cc1c2c(c(OC(C)C)c3nsnc13)OC(C)CO2,1.53,280.09,102,2.95
CCCCN1CN(CC)c2cc3nsnc3cc21,1.11,262.13,96,3.1
CCCN1CN(CC)c2cc3nsnc3c(NC)c21,1.11,277.14,102,2.75
CCN1CN(C)c2c1cc1nsnc1c2C,1.11,234.09,84,2.23
CCC1Oc2c(cc3nsnc3c2C)OC1C(C)C,1.33,278.11,102,3.57
CCNc1cc2c(c3nsnc13)CCO2,1.41,221.06,78,2.06
CNc1c2c(cc3nsnc13)OC(C)C2,1.44,221.06,78,2.06
CCN1CN(C)c2cc3nsnc3c(NC)c21,1.09,249.1,90,1.97
CCCNc1c2c(c(C)c3nsnc13)C1CCC2C1,1.18,273.13,100,4.19
CCCCN1CN(C)c2c1cc1nsnc1c2NC,1.09,277.14,102,2.75
CCNc1c2c(cc3nsnc13)C1CCC2C1,1.4,245.1,88,3.49
CCN1CN(C)c2c1cc1nsnc1c2NCC(C)C,1.09,291.15,108,2.99
CCN1c2cc3nsnc3c(NC)c2N(C)C1OC,1.22,279.12,102,1.94
CCC(C)Nc1cc(OC)cc2nsnc12,1.23,237.09,86,2.91
CCNc1c2c(cc3nsnc13)N(CC(C)C)CN2C,1.19,291.15,108,2.99
COCCN1CN(C)c2c1cc1nsnc1c2C,1.16,264.1,96,1.86
CCCN1CN(CC)c2cc3nsnc3c(C)c21,1.01,262.13,96,3.01
CCCN1CN(C)c2cc3nsnc3cc21,1.1,234.09,84,2.32
CCCc1cc(NCC)c2nsnc2c1,1.47,221.1,80,3.08
CCNc1c2c(c(CC)c3nsnc13)OC(C)CO2,1.31,279.1,102,2.85
CCCN1c2c(cc3nsnc3c2C)N(C)C1OC,1.11,278.12,102,2.6
CNc1c2c(c(C(C)C)c3nsnc13)N(C)CN2C,0.97,277.14,102,2.7
CCC1Oc2cc3nsnc3c(C)c2OC1C(C)C,1.42,278.11,102,3.57
CCCC1Oc2c(cc3nsnc3c2NC)OC1C,1.28,279.1,102,3.06
CC(C)CNc1c2c(cc3nsnc13)N(C)CN2C,1.37,277.14,102,2.6
CNc1c2c(c(C)c3nsnc13)OC(C)C(C)O2,1.44,265.09,96,2.59
CNc1c2c(c(C)c3nsnc13)CCN2C,1.29,234.09,84,2.03
Cc1c2c(c(C)c3nsnc13)C(C)(C)CO2,1.41,234.08,84,2.98
CCC1CNc2c1c(OC)cc1nsnc21,1.42,235.08,84,2.62
CNc1c2c(cc3nsnc13)N(CCOC)CN2C,1.05,279.12,102,1.59
CNc1c2c(c(C)c3nsnc13)C1CCC2C1,1.33,245.1,88,3.41
CCCN1CN(C)c2c1c(C)c1nsnc1c2C,1.11,262.13,96,2.93
CCNc1cc2c(c3nsnc13)C(CC)CO2,1.37,249.09,90,3.01
CNc1c2c(c(C)c3nsnc13)N(C)CCN2C,1.38,263.12,96,1.93
CCCOc1cc2nsnc2c2c1OCCN2,1.35,251.07,90,2.28
CC1Cc2cc3nsnc3c(N(C)C)c2O1,1.45,235.08,84,2.08
CCOc1cc2nsnc2c2c1OC(C)CO2,1.35,252.06,90,2.25
CCNc1c2c(cc3nsnc13)N(C)CC2,1.32,234.09,84,2.12
CCNc1c2c(c(C)c3nsnc13)OC(CC)CO2,1.37,279.1,102,2.98
CCC1COc2c1c(C)c1nsnc1c2C,1.44,234.08,84,3.19
CCNc1c2c(cc3nsnc13)OC(CC)CO2,1.4,265.09,96,2.67
CCC(C)N1CN(C)c2cc3nsnc3c(NC)c21,0.91,277.14,102,2.75
CCCNc1cc(CC)cc2nsnc12,1.41,221.1,80,3.08
CCOc1cc(NC)c2nsnc2c1CC,1.38,237.09,86,2.69
Cc1c2c(c(C)c3nsnc13)C(C)CO2,1.4,220.07,78,2.8
CNc1c2c(cc3nsnc13)OCCCC2,1.43,235.08,84,2.45
CCNc1c2c(cc3nsnc13)N(C)CN2CC(C)C,1.1,291.15,108,2.99
CCCN(CC(C)C)c1ccc2nsnc2c1,1.33,249.13,92,3.56
CCc1c2c(c(C)c3nsnc13)OCC2,1.39,220.07,78,2.5
CCNc1c2c(c(C)c3nsnc13)OC(C)CO2,1.45,265.09,96,2.59
CNc1c2c(cc3nsnc13)OCC2C,1.32,221.06,78,2.23
CNc1c2c(c(C)c3nsnc13)N(C)CN2C,1.12,249.1,90,1.88
CCc1c2c(c(NC)c3nsnc13)N(CC)CN2C,1.33,277.14,102,2.53
CNc1c2c(cc3nsnc13)C1CCC2C1,1.44,231.08,82,3.1
CCNc1c2c(cc3nsnc13)OC(C)C(CC)O2,1.5,279.1,102,3.06
C1COc2c3c(c4nsnc4c2C1)NCCO3,1.34,249.06,88,1.82
COCCOC1N(C)c2cc3nsnc3cc2N1C,0.86,280.1,102,1.52
CCC1COc2cc3nsnc3c(NC)c21,1.35,235.08,84,2.62
CNc1c2c(cc3nsnc13)N(C)CN2CCOC,1.3,279.12,102,1.59
CCC1Cc2c(cc(NC)c3nsnc23)O1,1.44,235.08,84,2.45
CCCNc1c2c(cc3nsnc13)OC(C)CO2,1.46,265.09,96,2.67
CC1Cc2c(cc3nsnc3c2C(C)C)O1,1.39,234.08,84,3.14
CCc1c2c(c(C)c3nsnc13)CCO2,1.4,220.07,78,2.5
CCNc1c2c(cc3nsnc13)OC(C)CO2,1.25,251.07,90,2.28
CCCN1CN(C)c2c1c(C)c1nsnc1c2NC,1.16,277.14,102,2.67
CCCNc1c2c(cc3nsnc13)N(C)CN2C,1.25,263.12,96,2.36
CCC1Oc2cc3nsnc3c(NC)c2OC1C,1.44,265.09,96,2.67
Cc1c2c(c(C)c3nsnc13)OCC2,1.39,206.05,72,2.24
CCCCN1CN(CCC)c2cc3nsnc3c(C)c21,0.88,290.16,108,3.79
CCCOc1cc(N(C)C)c2nsnc2c1,1.36,237.09,86,2.55
CCN1CN(C)c2c1cc1nsnc1c2NC,1.14,249.1,90,1.97
CCCCc1cc(NCC)c2nsnc2c1,1.48,235.11,86,3.47
COc1cc2nsnc2c2c1OCCN2,1.37,223.04,78,1.5
CC(C)Oc1c2c(cc3nsnc13)OCC(C)O2,1.52,266.07,96,2.64
CCCN1CN(C)c2c1c(NC)c1nsnc1c2C,1.22,277.14,102,2.67
CNc1c2c(cc3nsnc13)OC(C)C(C)O2,1.49,251.07,90,2.28
CCNc1c2c(cc3nsnc13)OC(C)C2,1.19,235.08,84,2.45
CCN1c2cc3nsnc3c(OC)c2N(C)C1OC,1.25,280.1,102,1.91
CNc1c2c(c(C)c3nsnc13)OC(C(C)C)CO2,1.45,279.1,102,2.84
Cc1c2c(cc3nsnc13)OC(C)C2C,1.59,220.07,78,2.88
CCNc1c2c(cc3nsnc13)OC(C(C)C)CO2,1.42,279.1,102,2.92
CCOc1cc2nsnc2c2c1OCCN2,1.33,237.06,84,1.89
CCCCN1CN(CC)c2cc3nsnc3c(NC)c21,1.08,291.15,108,3.14
CCNc1c2c(cc3nsnc13)OCC(C(C)C)O2,1.43,279.1,102,2.92
CCCCN1CN(CC)c2c1cc1nsnc1c2NC,1.14,291.15,108,3.14
CCNc1c2c(c(C)c3nsnc13)OCC(C)O2,1.38,265.09,96,2.59
CCCNc1c2c(cc3nsnc13)OCC(CC)O2,1.36,279.1,102,3.06
CCC1Oc2c(cc3nsnc3c2C)OC1C,1.59,250.08,90,2.94
Cc1c2c(cc3nsnc13)OC(C)C2,1.44,206.05,72,2.32
CCCCNc1c2c(cc3nsnc13)N(C)CN2CC,1.11,291.15,108,3.14
CNc1cc2c(c3nsnc13)CCCCO2,1.32,235.08,84,2.45
CCCNc1c2c(cc3nsnc13)N(CCC)CN2C,1.14,291.15,108,3.14
CCC1Cc2c(cc3nsnc3c2C)O1,1.44,220.07,78,2.71
CCCNc1c2c(cc3nsnc13)OCC(C)O2,1.32,265.09,96,2.67
CCNc1c2c(c(C)c3nsnc13)OCC2,1.39,235.08,84,2.37
CCOc1cc2nsnc2c(NC)c1OC,1.51,239.07,86,2.14
CCCN1CN(CC)c2c1cc1nsnc1c2NC,1.16,277.14,102,2.75
CCN1CN(CC(C)C)c2cc3nsnc3c(NC)c21,1.09,291.15,108,2.99
CNc1c2c(cc3nsnc13)OC(C(C)C)CO2,1.42,265.09,96,2.53
COc1c2c(cc3nsnc13)N(C)CCN2C(C)C,1.15,278.12,102,2.36
CCC(C)Nc1c2c(cc3nsnc13)N(CC)CN2C,1.24,291.15,108,3.14
CCCNc1c2c(cc3nsnc13)C1CCC2C1,1.58,259.11,94,3.88
CNc1c2c(cc3nsnc13)N(C)CN2C,1.27,235.09,84,1.58
CCCNc1c2c(c(CC)c3nsnc13)OCCO2,1.43,279.1,102,2.85
CCC1Oc2cc3nsnc3c(C)c2OC1CC,1.33,264.09,96,3.33
CCCN1CN(CCOC)c2cc3nsnc3cc21,1.02,278.12,102,2.33
CCc1c2c(c(NC)c3nsnc13)OCC(C)O2,1.44,265.09,96,2.46
CC1(C)CNc2c1c1c(c3nsnc23)CCO1,1.44,247.08,88,2.33
CCc1c2c(c(NC)c3nsnc13)OC(C)CO2,1.31,265.09,96,2.46
CCc1c(OC)cc(NC)c2nsnc12,1.39,223.08,80,2.3
CNc1c2c(c(C)c3nsnc13)OC(C)CO2,1.44,251.07,90,2.2
CCCCNc1cc(OC)cc2nsnc12,1.33,237.09,86,2.91
CCC1Cc2cc3nsnc3c(C)c2O1,1.49,220.07,78,2.71
CNc1cc2c(c3nsnc13)C(C)(C)CO2,1.39,235.08,84,2.4
CC(C)Nc1c2c(cc3nsnc13)N(C)CN2C,1.02,263.12,96,2.36
CCCNc1c2c(cc3nsnc13)N(CC)CN2C,1.05,277.14,102,2.75
CCC1COc2c(c(OC)cc3nsnc23)O1,1.36,252.06,90,2.25
CCCC1Oc2cc3nsnc3c(NC)c2OC1C,1.43,279.1,102,3.06
CCC(C)N1CN(CC)c2cc3nsnc3c(OC)c21,1.27,292.14,108,3.1
CCCOc1cc(NC)c2nsnc2c1C,1.4,237.09,86,2.83
CCNc1c2c(c(CC)c3nsnc13)OCCO2,1.22,265.09,96,2.46
CCCCC1COc2c(cc3nsnc3c2NC)O1,1.45,279.1,102,3.06
CNc1cc2c(c3nsnc13)C(C)CO2,1.4,221.06,78,2.23
CCCC1COc2c(c(NC)c3nsnc3c2C)O1,1.35,279.1,102,2.98
COc1cc2nsnc2c2c1OC(C)CO2,1.49,238.04,84,1.86
CCc1c2c(cc3nsnc13)OCC(C(C)C)O2,1.52,264.09,96,3.05
CCC1COc2c(c(NC)c3nsnc3c2C)O1,1.37,265.09,96,2.59
CCCCNc1c2c(c(C)c3nsnc13)OCCO2,1.36,279.1,102,2.98
COCCNc1c2c(cc3nsnc13)N(C)CN2C,1.11,279.12,102,1.59
CCCC1COc2c(cc3nsnc3c2NC)O1,1.42,265.09,96,2.67
CNc1c2c(cc3nsnc13)OCC(C(C)C)O2,1.4,265.09,96,2.53
CCCC1COc2cc3nsnc3c(NC)c2O1,1.45,265.09,96,2.67
CCCCNc1c2c(cc3nsnc13)OC(C)CO2,1.29,279.1,102,3.06
CC(C)C1Oc2cc3nsnc3cc2OC1C(C)C,1.43,278.11,102,3.51
CCOc1c(OC)cc2nsnc2c1NC,1.41,239.07,86,2.14
CNc1c2c(c(C)c3nsnc13)OCC(C)O2,1.44,251.07,90,2.2
CCCC1COc2cc3nsnc3c(NCC)c2O1,1.18,279.1,102,3.06
CC(C)CNc1c2c(cc3nsnc13)OCCO2,1.41,265.09,96,2.53
CNc1c2c(cc3nsnc13)OCC2OC,1.46,237.06,84,1.81
CCC(C)C1COc2c(cc3nsnc3c2NC)O1,1.39,279.1,102,2.92
CCCNc1c2c(cc3nsnc13)OCCO2,1.44,251.07,90,2.28
CCCCC1COc2cc3nsnc3c(NCC)c2O1,1.27,293.12,108,3.45
CNc1c2c(cc3nsnc13)OCC(CCOC)O2,1.4,281.08,102,1.91
CCNc1c2c(c(C)c3nsnc13)N(C)CN2C,1.04,263.12,96,2.28
CNc1c2c(cc3nsnc13)OCC(CC(C)C)O2,1.5,279.1,102,2.92
CCC1Oc2cc3nsnc3c(NC)c2OC1CC,1.39,279.1,102,3.06
CCc1c2c(c(NC)c3nsnc13)CCO2,1.26,235.08,84,2.23
CCC1COc2cc3nsnc3c(NC)c2O1,1.41,251.07,90,2.28
CCC1COc2c(c(C)c3nsnc3c2NC)O1,1.38,265.09,96,2.59
CCCNc1c2c(c(C)c3nsnc13)OCCO2,1.39,265.09,96,2.59
Cc1c2c(cc3nsnc13)OCC2(C)C,1.47,220.07,78,2.67
CC(C)c1c2c(cc3nsnc13)OCC2C,1.52,234.08,84,3.31
CCCC1Oc2cc3nsnc3c(C)c2OC1CC,1.56,278.11,102,3.72
CCC1COc2cc(NC)c3nsnc3c21,1.39,235.08,84,2.62
CCNc1c2c(cc3nsnc13)OCCO2,1.27,237.06,84,1.89
CC(C)c1c2c(cc3nsnc13)OCC2,1.42,220.07,78,2.75
CC(C)Oc1cc2nsnc2c2c1OCCN2,1.46,251.07,90,2.28
CCN1CCN(C)c2c1c(NC)c1nsnc1c2OC,1.41,293.13,108,2.02
CCCNc1c2c(c(C)c3nsnc13)N(C)CN2C,1.27,277.14,102,2.67
CCN1CN(CC(C)C)c2cc3nsnc3c(OC)c21,1.1,292.14,108,2.96
CNc1c2c(cc3nsnc13)OCC(C)O2,1.43,237.06,84,1.89
CCNc1c(N(C)CC)ccc2nsnc12,1.71,236.11,86,2.58
CNc1c2c(cc3nsnc13)OC(C)CO2,1.37,237.06,84,1.89
CCN1CN(CC)c2c1cc1nsnc1c2NC,1.21,263.12,96,2.36
CNc1c2c(c(C)c3nsnc13)OCC2,1.35,221.06,78,1.98
CCCNc1c2c(cc3nsnc13)OCC2,1.21,235.08,84,2.45
CCNc1c(N(C)C)ccc2nsnc12,1.56,222.09,80,2.19
CCN1CN(CCN(C)C)c2cc3nsnc3cc21,1.06,277.14,102,1.86
CCC(C)C1COc2cc3nsnc3c(NC)c2O1,1.39,279.1,102,2.92
CCCOc1c2c(c(CCC)c3nsnc13)C1CCC2C1,1.38,302.15,112,4.8
CCC1COc2c(cc3nsnc3c2NC)O1,1.43,251.07,90,2.28
c1cc2nsnc2c2c1CCCN2,1.48,191.05,66,2.05
CCNc1c2c(c(NC(C)CC)c3nsnc13)C1CCC2C1,1.63,316.17,118,4.7
CCNc1c2c(c(OC(C)C)c3nsnc13)C1CCC2CC1,1.59,317.16,118,4.67
CCN(c1c2c(cc3nsnc13)C1CCC2C1)C(C)C,1.36,287.15,106,4.29
CCC(C)OCCc1c2c(cc3nsnc13)C1CCC2CC1,1.55,316.16,118,4.8
CC(C)c1c2c(cc3nsnc13)N(C)CCN2C,1.29,262.13,96,2.7
CNc1cc(OC)c(C)c2nsnc12,1.39,209.06,74,2.05
CCN(C)c1c(OC)cc2nsnc2c1C,1.64,237.09,86,2.46
Cc1c2c(c(NC(C)C)c3nsnc13)OCCO2,1.15,265.09,96,2.59
CC1Cc2c(OC(C)C)cc3nsnc3c2N1,1.43,249.09,90,2.84
COc1c2c(c(C)c3nsnc13)CCC2,1.5,220.07,78,2.5
COCCOCCc1c2c(cc3nsnc13)C1CCC2CC1,1.41,318.14,118,3.65
Cc1c2c(cc3nsnc13)OC(C(C)C)CO2,1.5,250.08,90,2.8
CCc1cc2nsnc2c2c1CCC([O-])=[NH+]2,1.71,233.06,82,-0.33
CCCN1CCCc2cc3nsnc3cc21,1.3,233.1,84,2.85
CN1CCc2c(ccc3nsnc23)C1,1.33,205.07,72,1.68
CCc1c2c(c(CCN(C)CC)c3nsnc13)C1CCC2C1,1.36,315.18,118,4.11
CCc1ccc(NC(C)C)c2nsnc12,1.46,221.1,80,3.07
CCCc1c2c(c(OC)c3nsnc13)OCCO2,1.44,266.07,96,2.42
Cc1cc2c(c3nsnc13)OCCN2C,1.44,221.06,78,1.83
CCN1CN(C)c2c1c(OC)c1nsnc1c2OC,1.25,280.1,102,1.94
Cc1cc2nsnc2c2c1C(N(C)C)CO2,1.6,235.08,84,1.99
C1COc2c3c(c4nsnc4c2N1)CCO3,1.39,235.04,82,1.43
CCN1CN(C)c2c1c(NC)c1nsnc1c2OC,1.09,279.12,102,1.98
Cc1cc(CC(C)C)c(C)c2nsnc12,1.52,220.1,80,3.51
CCN1CCN(CC)c2c1cc1nsnc1c2/[NH+]=C(\C)[O-],1.41,305.13,112,-0.15
COc1cc2c(c3nsnc13)OC(C)CO2,1.51,238.04,84,1.86
CCCc1c2c(c(C(C)CC)c3nsnc13)C1CCC2C1,1.38,300.17,112,5.52
CCCc1cc2nsnc2c(C)c1CC,1.51,220.1,80,3.51
CC/C([O-])=[N+](\c1c2c(cc3nsnc13)C1CCC2CC1)C(C)C,1.63,329.16,122,3.67
CCCCc1c2c(c(CCOC)c3nsnc13)C1CCC2C1,1.34,316.16,118,4.59
CCOc1c2c(cc3nsnc13)OCC(C)O2,1.56,252.06,90,2.25
CCCCOc1c2c(c(CCC)c3nsnc13)C1CCC2CC1,1.5,330.18,124,5.58
CCCN1CN(C)c2cc3nsnc3c(CC(C)C)c21,1.17,290.16,108,3.51
CCCc1c2c(c(CC)c3nsnc13)C1CCC2C1,1.29,272.13,100,4.57
CC/C([O-])=[NH+]\c1c2c(c(OC)c3nsnc13)OCCO2,1.69,295.06,106,-0.65
CN1CCOCc2c1ccc1nsnc21,1.48,221.06,78,1.66
COc1cc(C)c2nsnc2c1NC(C)C,1.24,237.09,86,2.83
CCCc1c(OC)cc(C)c2nsnc12,1.51,222.08,80,2.96
COc1cc2c(c3nsnc13)OCCO2,1.52,224.03,78,1.47
CCC(C)c1cc(C)c(OC)c2nsnc12,1.53,236.1,86,3.52
CCOc1ccc2nsnc2c1NC,1.51,209.06,74,2.13
CN(C)CCN(C)c1cccc2nsnc12,1.45,236.11,86,1.69
COc1c(C)cc2nsnc2c1/[NH+]=C(\C)[O-],1.74,237.06,84,-0.5
COc1cc2c(c3nsnc13)OCC2OC,1.76,238.04,84,1.78
COc1c2c(c(C)c3nsnc13)CCO2,1.47,222.05,78,1.94
CCc1c2c(c(CC)c3nsnc13)C1CCC2CC1,1.39,272.13,100,4.57
CCCCNc1c2c(c(N(C)C)c3nsnc13)C1CCC2CC1,1.4,330.19,124,4.72
CN1CC(C)(C)c2c1ccc1nsnc21,1.49,219.08,78,2.42
CCOc1c2c(cc3nsnc13)N(C)CN2C(C)C,1.15,278.12,102,2.71
COc1cc2c(c3nsnc13)[N+](C)=C([O-])C2,1.65,235.04,82,0.29
CCCc1c2c(c(OC)c3nsnc13)N(C)CN2C,1.18,278.12,102,2.5
CCOC1N(C)c2cc3nsnc3cc2N1C,0.97,250.09,90,1.9
CCOc1c2c(c(OC)c3nsnc13)N(C)CCN2C,1.31,294.12,108,1.98
CCCCc1c2c(cc3nsnc13)N(C)CCN2C,1.28,276.14,102,2.92
CCCOc1c2c(cc3nsnc13)N(C)CCN2C,1.36,278.12,102,2.37
CNc1cc(CCOC)cc2nsnc12,1.49,223.08,80,1.92
CCCc1c(C)cc(C)c2nsnc12,1.57,206.09,74,3.26
CC1CCc2c(c3c(c4nsnc24)NCC3)O1,1.39,247.08,88,2.37
CCCCNc1c2c(cc3nsnc13)N(C)CCN2C,1.23,291.15,108,2.79
CCCC1Oc2ccc3nsnc3c2OC1C,1.61,250.08,90,3.02
CCOc1c2c(c(NC)c3nsnc13)N(C)CN2C,1.27,279.12,102,1.98
CC(C)Cc1cc2c(c3nsnc13)CCCO2,1.49,248.1,90,3.21
CNc1c2c(c(CCOC)c3nsnc13)OCCO2,1.42,281.08,102,1.69
CCCCNc1c2c(c(NCC)c3nsnc13)C1CCC2CC1,1.46,330.19,124,5.09
CC1COc2c(cc3nsnc3c2N(C)C)O1,1.46,251.07,90,1.92
CCc1cc2c(c3nsnc13)OCC(CC)O2,1.56,250.08,90,2.8
CCCCc1ccc(C(C)C)c2nsnc12,1.51,234.12,86,4.16
CCCOc1c2c(cc3nsnc13)OC(C)C2,1.51,250.08,90,2.8
CCCN1CCN(C)c2c1c(C)c1nsnc1c2CC,1.26,290.16,108,3.23
CCOc1cc2nsnc2c2c1CCC2,1.45,220.07,78,2.58
CCc1c(OC)cc(N(C)C)c2nsnc12,1.33,237.09,86,2.33
CCc1cc2c(c3nsnc13)NCCO2,1.46,221.06,78,2.06
CCC1COc2c1cc1nsnc1c2C,1.52,220.07,78,2.89
CCOc1c2c(c(NC)c3nsnc13)OCC(C)O2,1.45,281.08,102,2.29
CCC(C)N1CCN(C(C)C)c2cc3nsnc3c(C)c21,1.33,304.17,114,3.83
c1cc2nsnc2c2c1OCCN2,1.52,193.03,66,1.5
CCCCN1CN(C)c2c1cc1nsnc1c2CCC,1.11,290.16,108,3.66
CCc1c2c(c(C)c3nsnc13)CC(C)C2,1.41,232.1,84,3.3
CCOCCN1CCN(C)c2cc3nsnc3c(OC)c21,1.35,308.13,114,1.99
Cc1c2c(cc3nsnc13)N(C)CCC2,1.32,219.08,78,2.38
CCC1Cc2c(C)cc3nsnc3c2[NH+]=C1[O-],1.67,247.08,88,0.05
COc1cc2c(c3nsnc13)NCC(C)C2,1.46,235.08,84,2.3
CC(C)COCCC1COc2cc3nsnc3cc2O1,1.65,294.1,108,2.89
Cc1cc2nsnc2c2c1OC(C(C)C)CO2,1.49,250.08,90,2.8
CCCc1ccc(/[NH+]=C(\C)[O-])c2nsnc12,1.72,235.08,84,0.13
CCOc1c2c(cc3nsnc13)OCC(CC)O2,1.5,266.07,96,2.64
CC/C([O-])=[N+](/C)c1cccc2nsnc12,1.87,221.06,78,1.13
CCc1c(N(C)C)ccc2nsnc12,1.46,207.08,74,2.32
Cc1cc2nsnc2c(OC(C)C)c1C,1.54,222.08,80,3.1
CCC1COc2cc3nsnc3c(NC(C)C)c2O1,1.27,279.1,102,3.06
Cc1cc(C(C)C)c2nsnc2c1C,1.5,206.09,74,3.43
Cc1c2c(c3nsnc3c1C)OCCC2,1.43,220.07,78,2.63
COCCNc1c2c(cc3nsnc13)OC(C)CO2,1.45,281.08,102,1.91
CCC(C)N1CCN(C)c2cc3nsnc3cc21,1.23,262.13,96,2.75
COCCc1c2c(c(C)c3nsnc13)C1CCC2CC1,1.4,288.13,106,3.94
CCNc1ccc(CCOC)c2nsnc12,1.38,237.09,86,2.31
C/C([O-])=[NH+]\c1c2c(cc3nsnc13)N(C)CCN2C(C)C,1.41,305.13,112,-0.15
CCCCc1ccc2nsnc2c1C,1.53,206.09,74,3.34
COc1c2c(cc3nsnc13)OCC(C)O2,1.5,238.04,84,1.86
CCc1ccc(NC(C)CC)c2nsnc12,1.46,235.11,86,3.46
CC/[N+](=C(/C)[O-])c1c2c(c(OC)c3nsnc13)C1CCC2CC1,1.66,331.14,122,2.9
CCCOc1c2c(c(C)c3nsnc13)OCC(C)O2,1.49,280.09,102,2.95
CCCCN(CC)c1c2c(cc3nsnc13)C1CCC2C1,1.4,301.16,112,4.68
COc1c2c(cc3nsnc13)C1CCC2C1,1.49,232.07,82,3.06
CCOCCNc1c2c(c(C)c3nsnc13)C1CCC2C1,1.29,303.14,112,3.81
CCCCNc1cc2c(c3nsnc13)CCC2,1.43,247.11,90,3.39
C/C([O-])=[N+]1/CCC(C)c2ccc3nsnc3c21,1.76,247.08,88,1.62
CCCc1c(C(C)C)ccc2nsnc12,1.61,220.1,80,3.77
CCN1CCN(CCOC)c2cc3nsnc3cc21,1.19,278.12,102,1.98
CCCc1c2c(cc3nsnc13)N(C)CN2C,1.13,248.11,90,2.49
CCOc1cc(OC)c2nsnc2c1CC,1.48,238.08,86,2.66
CCOc1c2c(cc3nsnc13)OC(C)CO2,1.56,252.06,90,2.25
C/C([O-])=[NH+]\c1cc2c(c3nsnc13)CC(C)O2,1.71,249.06,88,-0.49
CNc1c2c(c(NCCOC)c3nsnc13)C1CCC2CC1,1.38,318.15,118,3.55
CCN(C)CCOc1c2c(cc3nsnc13)C1CCC2CC1,1.6,317.16,118,3.78
CN(C)c1c2c(cc3nsnc13)N(C)CC2,1.3,234.09,84,1.75
CCCc1c2c(c(NCCOC)c3nsnc13)C1CCC2CC1,1.41,331.17,124,4.46
COc1ccc(N(C)C)c2nsnc12,1.43,209.06,74,1.77
CC/C([O-])=[NH+]\c1cc(OC)cc2nsnc12,1.7,237.06,84,-0.42
CCN(c1c2c(c(C)c3nsnc13)C1CCC2CC1)C(C)C,1.34,315.18,118,4.99
Cc1cc2c(c3nsnc13)CC(C)C2,1.56,204.07,72,2.73
CCCc1c2c(cc3nsnc13)C1CCC2C1,1.42,244.1,88,4.01
CCOc1ccc2nsnc2c1/[NH+]=C(\C)[O-],1.71,237.06,84,-0.42
CC(C)C/C([O-])=[NH+]\c1c2c(cc3nsnc13)C1CCC2CC1,1.65,315.14,116,1.96
COc1c(C)c(CC(C)C)cc2nsnc12,1.58,236.1,86,3.21
CNc1ccc(/[N+](C)=C(\C)[O-])c2nsnc12,1.64,236.07,84,0.79
Cc1c2c(c3nsnc3c1C)C(C)C(C)O2,1.5,234.08,84,3.19
CCN(C)c1cccc2nsnc12,1.66,193.07,68,2.15
CCOc1c(C)cc(OC)c2nsnc12,1.4,224.06,80,2.41
CC(C)COc1cc2nsnc2c2c1OCC2,1.37,250.08,90,2.66
CC1Cc2c3c(c4nsnc4c2C1)CCC3,1.48,230.09,82,2.91
CCNc1cc2c(c3nsnc13)CCC2C,1.43,233.1,84,3.17
COc1c(C)c(N(C)C)cc2nsnc12,1.53,223.08,80,2.07
CCOc1c(C)c(OC)c(C)c2nsnc12,1.56,238.08,86,2.72
CCc1c(OC)c(OC)c2nsnc2c1C,1.57,238.08,86,2.58
CCCOc1c(CC)ccc2nsnc12,1.63,222.08,80,3.04
CCc1c2c(c3nsnc3c1C)CC(C)C2,1.49,232.1,84,3.3
Cc1cc2c(c3nsnc13)CCO2,1.54,192.04,66,1.93
CCCc1cc2nsnc2c2c1CCCO2,1.47,234.08,84,2.97
CCNc1c2c(c(NC)c3nsnc13)N(C)CCN2C,1.33,292.15,108,2.05
CCN(C)c1cc2c(c3nsnc13)NCC2,1.45,234.09,84,2.12
Cc1ccc2nsnc2c1N(C)CC(C)C,1.58,235.11,86,3.09
COc1c2c(cc3nsnc13)N(C)CC2C,1.36,235.08,84,2.25
CCCCN1CCCc2cc3nsnc3cc21,1.51,247.11,90,3.24
CCC1COc2c(cc(C)c3nsnc23)O1,1.47,236.06,84,2.55
CNc1c2c(c(OC)c3nsnc13)CCO2,1.45,237.06,84,1.68
CCc1c2c(cc3nsnc13)OCCN2CC,1.41,249.09,90,2.47
CCOc1c(CC)c(C)cc2nsnc12,1.57,222.08,80,2.96
CC(C)CN(C)c1ccc2nsnc2c1,1.4,221.1,80,2.78
CCCCN(C)c1c2c(c(OC)c3nsnc13)C1CCC2CC1,1.51,331.17,124,4.69
CCc1c(OC)c(OC)c(C)c2nsnc12,1.52,238.08,86,2.58
CCCOc1c(OC)cc(C)c2nsnc12,1.58,238.08,86,2.8
CCc1c2c(c(NC(C)C)c3nsnc13)C1CCC2CC1,1.24,301.16,112,4.83
CC(C)C1Oc2ccc3nsnc3c2OC1C,1.48,250.08,90,2.88
CCC1COc2c(C)cc3nsnc3c21,1.48,220.07,78,2.89
Cc1cc2nsnc2c2c1CCO2,1.57,192.04,66,1.93
CCC(C)N1CCOc2cc3nsnc3cc21,1.36,249.09,90,2.69
