MaxEStateIndex,MolWt,FpDensityMorgan1,BCUT2D_LOGPLOW,BalabanJ,HallKierAlpha,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA2,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA10,SMR_VSA4,SMR_VSA5,SlogP_VSA3,SlogP_VSA4,SlogP_VSA6,EState_VSA4,EState_VSA6,EState_VSA7,EState_VSA8,VSA_EState2,VSA_EState9,NHOHCount,NumAliphaticHeterocycles,fr_ArN,fr_Ndealkylation1,fr_bicyclic,fr_unbrch_alkane
-0.10337182231475346,1.0265537754997511,-0.48483844077948746,-0.6412440720687311,0.14489501320744996,-0.3714722259173788,0.05335100236963179,-0.02757260194021106,-0.4341381632759094,-0.19616203608594557,0.4543538495970579,-0.25410435111616947,1.2201430666233224,0.2645297110595059,0.44250148366684505,1.9048830122564333,-0.2753590005080617,-0.8145519059608086,2.322722341975047,-1.1343858013718064,0.12277948657494539,-0.6060635423528229,0.06853517762819432,0.67122805776812,0.46810870699409307,0.08641824160454384,-0.39067412295389176,0.45414359135495186,-0.11524088891661227,1.1484843102952365,-0.09683799985100751,-0.24060375578539578
0.01284859953148905,0.13387340417327223,0.3374332403596221,-0.634844301329399,-0.5028131204659425,0.5814809516872114,1.1216530929423876,0.8950723786726507,-0.4341381632759094,-0.19616203608594557,2.040743543799111,-0.29153113733019104,-0.766714229561293,-1.3554536306068883,-1.3098542730189404,1.9048830122564333,1.3699797055422116,0.7678849348907772,0.674325665123652,0.3592564833745556,0.5448389161988612,-0.6060635423528229,-0.038861080993681636,0.027893833144875552,-1.0235532168748107,-1.0056691289787847,-0.39067412295389176,0.45414359135495186,-0.11524088891661227,-0.48742936860370484,-0.09683799985100751,-0.24060375578539578
-0.2891485676124605,-2.606526164713856,-0.7559170169791948,2.6361877583398954,1.2501099903143105,1.5344341292918016,0.06352942286283295,-0.9502175825530729,-0.4341381632759094,-0.19616203608594557,-1.1918220165300575,-0.28048272443653754,-0.1963670381276893,-0.48488219726661563,-1.3098542730189404,-0.4744443198389051,-0.7631660300196003,0.7678849348907772,2.562189653216334,-1.1343858013718064,0.025384950729193927,-0.6060635423528229,-0.7987489087231384,-0.8698061688967087,-1.0235532168748107,-1.0056691289787847,-0.39067412295389176,0.45414359135495186,-0.11524088891661227,-0.48742936860370484,-0.09683799985100751,-0.24060375578539578
-0.1708670561390836,-1.7781131805881576,-2.619582228352176,1.290735877556429,-0.43316972237372137,1.5344341292918025,0.06352942286283295,-0.9502175825530729,-0.4341381632759094,-0.19616203608594557,-1.1918220165300575,1.4921989697266183,-1.3513695777053623,-0.48488219726661563,-1.3098542730189404,-0.4744443198389051,0.01424911411057691,3.932758616593949,-0.7346037004864566,-1.1343858013718064,1.3044482862084075,-0.6060635423528229,-0.7987489087231384,-1.7675061709382929,-1.0235532168748107,-1.0056691289787847,-0.39067412295389176,0.45414359135495186,-0.11524088891661227,-0.48742936860370484,4.936425443151202,-0.24060375578539578
-0.07678306833729116,1.090693900547659,-1.1173551185788035,1.2748443852506874,2.184691182221054,-0.3714722259173788,0.05335100236963179,-0.02757260194021106,-0.4341381632759094,-0.19616203608594557,2.1005297157241736,-0.32895792354421255,-0.041378628926597424,0.2645297110595059,0.44250148366684505,1.9048830122564333,0.5681224485864148,-0.8145519059608086,0.674325665123652,-1.1343858013718064,-0.037324116451640445,-0.6060635423528229,0.08405954863327192,1.1660942533127758,-1.0235532168748107,-0.029216817000694378,2.726840922359199,-1.9955305761396023,-0.11524088891661227,-0.48742936860370484,-1.3551538606015598,-0.24060375578539578
-0.7619822333033588,0.9638135341334475,-1.1173551185788035,0.010535995720597054,-0.7126138157559055,0.5814809516872114,-0.8784492150479817,-0.9502175825530729,-0.4341381632759094,-0.19616203608594557,1.9809573718740487,0.6751874886262568,-0.08984788215544229,1.0220860580719227,0.44250148366684505,-0.4744443198389051,1.3785707451987428,0.7678849348907772,-0.7346037004864566,0.3592564833745556,0.19703068610219948,-0.6060635423528229,-0.7987489087231384,0.607612311092026,0.5479514999424077,-1.0056691289787847,-0.39067412295389176,0.45414359135495186,-0.11524088891661227,-0.48742936860370484,-0.09683799985100751,-0.24060375578539578
-0.06743751403770283,-0.7586797050003369,0.18281805245312185,-0.36522774155188026,-0.28071980429488635,0.5814809516872114,1.1216530929423876,0.8950723786726507,-0.4341381632759094,-0.19616203608594557,0.4543538495970579,-0.2541043511161692,-0.766714229561293,-1.3554536306068883,-1.3098542730189404,-0.4744443198389051,0.9152058285128233,0.7678849348907772,-0.7346037004864566,0.3592564833745556,0.5448389161988618,-0.6060635423528229,0.828423005357651,-0.8698061688967087,-1.0235532168748107,-1.0056691289787847,-0.39067412295389176,0.45414359135495186,-0.11524088891661227,-0.48742936860370484,-0.09683799985100751,-0.24060375578539578
-0.20344878655035906,0.6743239518859735,0.23803776241973007,0.3805572629192797,-1.6417225835444091,-0.562062861438297,2.218244946144594,0.8950723786726507,-0.4341381632759094,-0.19616203608594557,-0.3687340834664998,-1.247201350392985,0.6438389172288469,-0.48488219726661563,-0.4336763946760471,-0.4744443198389051,-1.217939907048989,0.352866671966043,-0.7346037004864566,0.3592564833745556,1.1848602896456069,-0.6060635423528229,0.8439473763627287,-1.0010062614558828,-0.36658651322823355,0.01684749068868297,-0.39067412295389176,0.45414359135495186,-0.11524088891661227,1.1484843102952365,-0.09683799985100751,5.0624248464112
2.77427770712268,0.6101838268380638,1.894629061417935,0.11912088798791702,0.05766810414872417,-1.943844968964953,2.4211422147663155,0.8577123360237875,1.654689578748857,-0.19616203608594557,-0.3687340834664998,-0.7319394576475664,-0.6840838798140689,-1.3554536306068883,0.4749086307209542,-0.4744443198389051,0.059503323005536596,-0.8145519059608086,-0.7346037004864566,0.3592564833745556,-1.067812922056769,2.0671506396917225,1.6957070917089836,-1.7675061709382929,-1.0235532168748107,-0.12037192885804879,-0.39067412295389176,0.45414359135495186,-0.11524088891661227,-0.48742936860370484,-0.09683799985100751,-0.24060375578539578
-0.7452732407849804,0.9638135341334457,-0.8010967796791447,-0.8354536848802104,0.3753203829613482,0.5814809516872114,-0.8784492150479817,-0.9502175825530729,-0.4341381632759094,-0.19616203608594557,1.2176556107355532,0.2611575416292495,1.7078599083097017,0.14337018604535484,0.44250148366684505,-0.4744443198389051,1.386711190182719,0.7678849348907772,0.9137929763649387,-1.1343858013718064,0.17388734978370213,-0.6060635423528229,-0.7987489087231384,1.1200780587889119,0.5399807024731192,0.11522550976611623,-0.39067412295389176,0.45414359135495186,-0.11524088891661227,1.1484843102952365,-0.09683799985100751,-0.24060375578539578
