,MaxEStateIndex,MolWt,FpDensityMorgan1,BCUT2D_LOGPLOW,BalabanJ,HallKierAlpha,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA2,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA10,SMR_VSA4,SMR_VSA5,SlogP_VSA3,SlogP_VSA4,SlogP_VSA6,EState_VSA4,EState_VSA6,EState_VSA7,EState_VSA8,VSA_EState2,VSA_EState9,NHOHCount,NumAliphaticHeterocycles,fr_ArN,fr_Ndealkylation1,fr_bicyclic,fr_unbrch_alkane
3517,4.5276195200302345,290.436,1.25,-2.4435180840617425,2.2948548923530194,-1.36,11.033401435232523,0.0,0.0,0.0,6.923737199690624,33.25840029045949,31.239561538582684,23.102959894565736,34.13636132979826,0.0,40.15761125083647,6.4208216229260096,0.0,6.06636706846161,37.08849227589626,0.0,0.0,52.30821529175796,4.991342592592592,0.0,0,1,0,1,2,0
3518,4.416061035525321,262.382,1.2777777777777777,-2.4267319236867593,2.287905480075677,-1.36,11.033401435232523,0.0,0.0,0.0,0.0,26.83757866753348,31.7424771153473,23.102959894565736,34.13636132979826,0.0,26.813052428219834,0.0,6.923737199690624,6.06636706846161,24.122914247057675,0.0,0.0,52.43215007474453,4.795092592592592,2.161835789871504,0,1,0,1,2,0
3519,4.536229213907785,304.463,0.8095238095238095,-2.4704430682166323,2.3521140056487693,-1.36,11.033401435232523,0.0,0.0,0.0,0.0,41.54242319814374,36.300097453515065,23.102959894565736,34.13636132979826,0.0,53.62610485643965,0.0,13.847474399381248,0.0,24.122914247057675,0.0,0.0,60.0893226226776,5.046296296296296,0.0,0,1,0,0,2,0
3520,6.125457530234316,306.43100000000004,1.0476190476190477,-2.2709054554022092,2.2055444624515195,-1.36,23.744249787493747,11.49902366656781,0.0,0.0,26.689117645233267,26.186202068468653,11.126902983393991,11.728187345198613,22.761588780431133,0.0,58.979286101450214,12.841643245852019,0.0,0.0,54.63653321643038,0.0,6.923737199690624,22.594554362214147,0.0,0.0,0,1,0,0,2,0
3521,6.116178193499623,308.4030000000001,1.380952380952381,-2.3441662949762887,2.038305509010944,-1.56,18.227549069877483,17.01572438418407,5.749511833283905,0.0,13.847474399381248,26.18620206846865,6.06636706846161,17.832153732946914,22.761588780431133,5.917906046161393,46.32370319718511,0.0,5.917906046161393,6.06636706846161,17.454223058158533,0.0,19.913841467842857,22.594554362214147,0.0,0.0,0,1,0,0,2,0
3522,6.008899281934996,321.44600000000014,1.0909090909090908,-2.2982904665102333,2.3192524172780598,-1.56,29.934551638941926,11.49902366656781,0.0,0.0,20.771211599071872,19.262464868778025,18.652964303522147,11.728187345198613,28.4489750551147,0.0,46.07551729699786,0.0,0.0,0.0,40.2040844911069,0.0,0.0,48.389610475123064,2.2374537037037037,2.0928373015873016,0,1,0,0,2,0
3523,5.890462962962962,280.353,1.263157894736842,-2.2369000124721556,2.1033823426342666,-1.6,23.327669674429004,5.749511833283905,0.0,0.0,0.0,6.06636706846161,21.205141506631914,30.691146773294236,34.13636132979826,0.0,0.0,4.736862953800049,0.0,6.06636706846161,34.82637700678269,7.109797541277533,0.0,38.708610458349845,4.34083026266062,5.780468106995885,0,1,0,0,2,1
3524,5.64271447467876,292.4080000000001,1.15,-2.238987221524894,2.3079032136944124,-1.56,16.720787709916088,5.749511833283905,0.0,0.0,13.344558822616634,12.841643245852019,19.658795457051376,31.19406235005885,34.13636132979826,0.0,26.186202068468653,6.4208216229260096,0.0,0.0,35.559812355025144,7.109797541277533,0.0,39.56598058957886,4.504000377928949,5.939692775258251,0,1,0,0,2,0
3525,6.266641156462585,321.4460000000001,1.1818181818181819,-2.3482750908469843,2.223280390349376,-1.56,29.431636062177308,11.49902366656781,0.0,0.0,13.847474399381248,26.689117645233267,18.652964303522147,11.728187345198613,28.4489750551147,5.917906046161393,40.72265238620142,0.0,12.841643245852017,0.0,46.872775680006036,0.0,6.923737199690624,41.34193849244588,2.2649480347694633,0.0,0,1,0,0,2,0
3526,4.715001889644746,315.4860000000001,1.1363636363636365,-2.215423887055661,2.0582556257349864,-1.1600000000000001,11.033401435232523,0.0,0.0,0.0,20.771211599071872,60.12735910527921,13.592428388589765,17.415573619882174,28.4489750551147,0.0,64.20821622926009,0.0,0.0,0.0,23.897269215851622,11.126902983393991,0.0,32.718793312599544,2.43787037037037,2.235059523809524,0,0,0,0,6,0
3527,11.337128999748046,294.33200000000005,1.4,-2.2681135287323837,2.3121161752342223,-1.8900000000000001,18.227549069877483,11.266212550900168,11.49902366656781,4.794537184071822,6.923737199690624,13.344558822616634,12.487188691387619,11.728187345198613,28.730894068382987,0.0,33.29599960974619,11.21535880699783,0.0,0.0,23.712460459821617,0.0,13.847474399381248,8.747079962832899,11.337128999748046,0.0,0,1,0,0,2,0
3528,11.986204254850087,319.4340000000001,1.4545454545454546,-2.3534544366179095,2.3884845697036434,-1.89,24.149504319334625,5.516700717616262,0.0,0.0,0.0,26.83757866753348,19.510334434751158,24.084264808781317,45.72149294883943,0.0,33.736789627910454,0.0,0.0,6.06636706846161,41.30900785409492,11.499263059170438,7.04767198267719,45.38447809206734,4.636894368858655,1.8093707482993198,0,1,0,0,2,0
3529,6.172280092592593,308.4030000000001,1.1904761904761905,-2.29341440766406,2.1821461643713445,-1.4,23.744249787493743,11.49902366656781,0.0,0.0,13.847474399381248,12.841643245852019,24.657522147597536,18.335069309711532,22.761588780431133,0.0,39.21390565590758,17.578506199652068,0.0,0.0,52.92179295397234,7.109797541277533,0.0,22.594554362214147,0.0,1.7022082336020827,0,1,0,0,2,0
3530,5.3869444444444445,221.28499999999997,1.4666666666666666,-2.1272421883595296,2.340311288684096,-1.36,16.78291326851643,0.0,0.0,0.0,0.0,12.841643245852019,18.17457496607118,24.525371161159708,28.448975055114694,0.0,12.841643245852019,6.4208216229260096,0.0,6.06636706846161,41.856699194964584,7.109797541277533,6.06636706846161,14.06386856683923,0.0,1.7042157974300831,1,1,0,0,3,0
